Reference Code,Solution Name (Eng),Cosine-Similarity
S-0002,DataCube Data Intelligent Automation Solution,0.8554145097732544
S-0045,SAP Big Data Solution,0.8465087413787842
S-0003,GeoSpatial Cloud,0.8360539078712463
S-0006,Centimeter level precision GNSS positioning Android tablet/smartphone,0.8324847221374512
S-0001,PixelEye Object Detection,0.829666018486023
S-0093,DataOS System,0.8288753628730774
S-0038,Hybrid Reality Platform,0.8280479907989502
S-0031,PowerArena - Smart City Operations Platform,0.8279724717140198
S-0112,Pyxis - The Internet of Things(IoT) Solution for Construction 2.0 and Beyond,0.8276306986808777
S-0099,NB IoT Sensor Solution,0.8276264071464539
S-0134,Smart Building - Energy Management and Optimization Solutions,0.8260915875434875
S-0153,Dynatrace,0.8228177428245544
S-0125,"BIM, BMS and IoT Integration",0.8228012323379517
S-0072,Digital Twin of the City (or Town),0.8200364112854004
S-0102,Miovision's Portable Solution for Traffic Data Collection,0.8191142678260803
S-0066,Smart Water Management,0.8190719485282898
S-0118,Alteryx,0.8184884786605835
S-0027,Big Data Enabler Service (project based),0.8162218332290649
S-0152,Datax,0.8112772107124329
S-0243,LiDAR Road Monitoring Solutions based on Deep Learning Technology,0.8109630942344666
S-0105,Blockchain solution,0.8084994554519653
S-0122,"Smart City Solution - IoT, AI, Data Analytics Platform, Control",0.8041326403617859
S-0088,Public vehicle real-time arrival forecast system and real-time seat detection system,0.8037218451499939
S-0133,PANGA - Data Infrastructure Edge Computing for Smart Cities,0.802810549736023
S-0203,Government payment scheme online application and data processing,0.8020359873771667
S-0095,Create Efficient and Simplify Business Processes Using NFC,0.7986699938774109
S-0197,WCL Robotic Process Automation Solution,0.7951006293296814
S-0260,Mobile platform with handheld devices for on-site inspection and remote work duties,0.7947053909301758
S-0043,fieldConnect,0.7933018803596497
S-0071,All-in-one Data Center - iDCmini System,0.7926422357559204
S-0010,Precise Facility Crowd Analysis,0.7925072312355042
S-0046,SAP Digital Boardroom,0.7920234799385071
S-0161,LiDAR and Optical Sensing applications for Smart City,0.7915332913398743
S-0220,3D Spatial Intelligence Platform for flow and traffic managements,0.7911562919616699
S-0004,Euclideon Vault - Smart City IOT 3D visualization,0.7911545634269714
S-0065,Smart Mobility,0.7908045053482056
S-0254,FormExtractor,0.7902536988258362
S-0181,Artificial Intelligence Camera Solutions,0.7901994585990906
S-0021,ReportNOW,0.7898730039596558
S-0087,Smart Citizen and Employee Self-Services,0.7888611555099487
S-0212,AI Solution for Outdoor People Counting without invading privacy,0.7886219620704651
S-0195,SuperAcc Document Intelligence,0.7882463335990906
S-0100,Super Massive 3D Model Data Expert,0.7870640158653259
