Reference Code,Solution Name (Eng),Cosine-Similarity
S-0227,Intelligent liquid crystal dimming film,0.8594276309013367
S-0159,Integrated Smart Film Solutions,0.8372922539710999
S-0038,Hybrid Reality Platform,0.8133995532989502
S-0153,Dynatrace,0.8105144500732422
S-0264,Smart Parking with Video Analytics,0.809918224811554
S-0112,Pyxis - The Internet of Things(IoT) Solution for Construction 2.0 and Beyond,0.8082317113876343
S-0095,Create Efficient and Simplify Business Processes Using NFC,0.8078404664993286
S-0220,3D Spatial Intelligence Platform for flow and traffic managements,0.8075084686279297
S-0177,MAD Gaze Smart Glass,0.8034868836402893
S-0196,Personnel and Asset positioning management system,0.8015245795249939
S-0204,DOLPHIN Indoor Positioning Service (IPS),0.7974526882171631
S-0134,Smart Building - Energy Management and Optimization Solutions,0.7972223162651062
S-0089,Smart Infrastructure Projects Planning and Execution,0.7947994470596313
S-0292,Telepresence and Video Conferencing Solution,0.7940291166305542
S-0234,Pixel Eye Vision-Based Fall Detection,0.7916678190231323
S-0260,Mobile platform with handheld devices for on-site inspection and remote work duties,0.7895220518112183
S-0079,"1/ AccuID, 2/ Pedestrian Analytics, 3/ Vehicle Analytics",0.7890395522117615
S-0071,All-in-one Data Center - iDCmini System,0.7887604832649231
S-0088,Public vehicle real-time arrival forecast system and real-time seat detection system,0.7884916663169861
S-0214,ACX Visitor Management System,0.7872707843780518
S-0170,Nixplay Signage,0.7866927981376648
S-0233,Area monitoring solution using 3D camera with privacy-preserving,0.78595370054245
S-0267,Smart Fever Screening System,0.7840918898582458
S-0158,Switchable Glass / Film,0.7825549840927124
S-0073,Enlighted Multi-Features Micro IoT Sensors Solution,0.7814332842826843
S-0001,PixelEye Object Detection,0.7799222469329834
S-0288,Mixed language Chatbot system with AI and voice functions,0.7789149284362793
S-0253,Intelligent Face Mask,0.7774922251701355
S-0100,Super Massive 3D Model Data Expert,0.7769548296928406
S-0243,LiDAR Road Monitoring Solutions based on Deep Learning Technology,0.7766053676605225
S-0034,Cloud Energy Management Platform,0.7765617966651917
S-0030,IoT Building Access Control System,0.775472104549408
S-0006,Centimeter level precision GNSS positioning Android tablet/smartphone,0.7753384113311768
S-0055,Smart City Electric Vehicle (EV) Charging Infrastructure Solution,0.7737674117088318
S-0090,Smart Employee Learning Management,0.7732686996459961
S-0261,DragOnce Platform,0.7730890512466431
S-0037,4D Immersive CAVE,0.772521436214447
S-0032,AI+IAQ Proptech: Zonal object counting by skeleton & form recognition integrated with indoor environmental control and room utilization management,0.771912693977356
S-0197,WCL Robotic Process Automation Solution,0.7717310190200806
S-0249,Robotic Process Automation with A.I. Data Capturing Capability,0.7713361978530884
S-0299,Office Delivery Robot,0.7708805203437805
S-0162,Automate the verification of electronic documents,0.7707971334457397
S-0256,AIOps (Artificial Intelligence for IT Operations) Solution,0.770534098148346
S-0022,A smart lamp pole system with AI-enabled security system,0.7701988816261292
S-0103,SP-RFID Smart Asset Management System,0.7700369358062744
S-0118,Alteryx,0.7699704766273499
S-0021,ReportNOW,0.7697188854217529
S-0046,SAP Digital Boardroom,0.7694047689437866
S-0098,ECOPLANT Solar Tracking Solar Panel System,0.7690462470054626
S-0191,NoQ E Form registration and quota distribution for massive traffic,0.7686052322387695
S-0094,Digital Transformation with Low code development platform,0.7678865194320679
S-0031,PowerArena - Smart City Operations Platform,0.7678831815719604
S-0287,Siemens Mobility (e-)bike sharing powered by AI,0.7676714062690735
S-0067,AR Smart Glass Assisted for equipment training and O&M,0.7659211754798889
S-0208,Indoor Map and Positioning for Smart City,0.7657425403594971
S-0211,Customised Mobile Application solution,0.7655221223831177
S-0244,ServiceNow - ITSM solution,0.7654762268066406
S-0282,Chatbot Solution - ccRobot,0.7654539942741394
S-0252,Critical Event Management,0.7653020024299622
S-0168,IXIA Vision ONE (Network Packet Broker),0.7651840448379517
S-0283,All-in-one Mobile Productivity Platform,0.7642558813095093
S-0039,iQ-Dwell Time Management System,0.7641152143478394
S-0131,ISS Project Management System,0.7640998959541321
S-0111,Smart car park solution,0.7636644840240479
S-0072,Digital Twin of the City (or Town),0.7635945081710815
S-0004,Euclideon Vault - Smart City IOT 3D visualization,0.7634468078613281
S-0279,RoomQ virtual waiting room for massive traffic,0.7632585763931274
S-0181,Artificial Intelligence Camera Solutions,0.7629386782646179
S-0239,InterOps Accelerator,0.7625159025192261
S-0087,Smart Citizen and Employee Self-Services,0.7615811228752136
S-0152,Datax,0.7605843544006348
S-0232,"""Smart"" Car Park Management System",0.7602889537811279
S-0209,Control-M (BMC Software),0.7602420449256897
S-0085,SAP Geospatial Asset Management,0.75896817445755
S-0165,Health Monitoring System,0.7588886618614197
S-0092,Enable the wireless connectivity for IoT devices,0.7580048441886902
S-0061,A.I. and Mixed Reality Solution,0.7578629851341248
S-0048,AI-based Application,0.7572986483573914
S-0194,UWB Beacon RTLS Solution,0.7569961547851562
S-0084,NFC Product Authentication,0.7560386657714844
S-0099,NB IoT Sensor Solution,0.7552943825721741
S-0066,Smart Water Management,0.7552943825721741
S-0033,ATAL’s Cloud-based Chiller Plant Energy Management Platform (EM-Platform),0.755252480506897
S-0219,"VR Virtual Store, Training & Education System",0.7529939413070679
S-0070,Well井 Smart Water Station,0.752864420413971
S-0081,iQ-Road and Traffic Management,0.7526159882545471
S-0169,Robotic Assistant,0.752612292766571
S-0213,Radar-based smart motion and position tracking system,0.7525896430015564
S-0322,NB-IoT / LoRa Dual-detection Smart Parking Sensing Technology,0.7525869607925415
S-0201,Non image base access control,0.7518819570541382
S-0125,"BIM, BMS and IoT Integration",0.7516047358512878
S-0060,FROM Network Audit Programs,0.751228392124176
S-0065,Smart Mobility,0.7483139038085938
S-0003,GeoSpatial Cloud,0.748165488243103
S-0143,Cyberbit,0.7479230165481567
S-0176,Epidemic prevention and control management system,0.7476707696914673
S-0236,Workflow automation solution,0.7475142478942871
S-0096,Clare.AI Asian Language Chatbot Solutions,0.747174859046936
S-0286,IoT Sensors and Automatic Monitoring System (AMS),0.7467144131660461
S-0266,Site Audit and Inspection Recording System,0.7462993860244751
S-0122,"Smart City Solution - IoT, AI, Data Analytics Platform, Control",0.746216356754303
S-0259,Software Robotic Solution - iBot,0.7461878061294556
S-0102,Miovision's Portable Solution for Traffic Data Collection,0.7460973262786865
S-0120,Raspect-ACE,0.7458726167678833
S-0250,UiPath Automation Platform,0.7455868124961853
S-0052,OpenCloud CMP,0.7453848719596863
S-0044,AI Escalator Safety Monitoring System,0.7442299723625183
S-0057,Artificial Intelligence Security Surveillance Protection  (AISSP),0.742883563041687
S-0083,Smart Pharma Packaging,0.7426422238349915
S-0174,VR Training & Education System,0.741837739944458
S-0121,Chatbot Solution and NLP applications from ZhuiYi Technology,0.7414715886116028
S-0147,Privacy-aware people counting system using Smart Radar sensor,0.7408581972122192
S-0154,Cisco Stealthwatch Encrypted Traffic Analytics,0.7405516505241394
S-0108,SparkXIO Smart Car Park Management System,0.7405366897583008
S-0002,DataCube Data Intelligent Automation Solution,0.7401244640350342
S-0026,Knowledge Management Solution (KM Power),0.7385680675506592
S-0045,SAP Big Data Solution,0.7384864687919617
S-0262,Mobile application development,0.7384585738182068
S-0007,Smart Life,0.7379310131072998
S-0228,eClass Corporate Learning Management System (LMS),0.7368394136428833
S-0180,AR/ VR/ Interactive Design & Development,0.7367812991142273
S-0265,Business Process Management Platform,0.7362787127494812
S-0186,Technology of independent intellectual property identity authentication and tracking of close contacts of patients to assist in epidemic prevention and control and return to work,0.7359352111816406
S-0217,nCloud Fault-Tolerant Geo-distributed Hyperconverged Infrastructure (HCI),0.7354812026023865
S-0212,AI Solution for Outdoor People Counting without invading privacy,0.735265851020813
S-0024,Automated Refuse Collection System with 1 chute for multi fractions,0.7352146506309509
S-0043,fieldConnect,0.7349532246589661
S-0064,Smart Education(Class VR),0.734521746635437
S-0142,NetMotion Mobility,0.7344796657562256
S-0053,Real-Time Origin-Destination Analysis Tool (RODAT）,0.7343405485153198
S-0127,Event Management technology,0.7334430813789368
S-0247,Seclore Digital Rights Management,0.733325183391571
S-0049,Blockchain Solution,0.7329149842262268
S-0280,Digital parking solutions for enterprise (Include online pre booking and payment settle),0.7323983311653137
S-0221,AI and IT enhanced learning platform,0.7322903871536255
S-0017,Falling Alert System for Elderly Care-- Optical Monitoring System (OMS),0.7320968508720398
S-0128,Iris by HKT - From Surveillance to Intelligence,0.7315524816513062
S-0263,SafeGuard Series,0.7308365702629089
S-0300,Smart Guiding Robot,0.7307968735694885
S-0183,An Intelligent Solution for Automatic Processing and Chasing of Documents,0.7306828498840332
S-0132,Mobility Mesh Wi-Fi Application for Smart City,0.7305005788803101
S-0080,OceanX Cloud-based Enterprise Content Management (ECM),0.730297327041626
S-0035,Document Delivery By Unmanned Vehicle,0.7284997701644897
S-0203,Government payment scheme online application and data processing,0.7281175851821899
S-0240,Multilingual Voice Assistant,0.7280040383338928
S-0161,LiDAR and Optical Sensing applications for Smart City,0.7273688316345215
S-0028,ShipAny - First Smart Logistics Gateway for HK Domestic Logistics Service,0.7271062731742859
S-0171,Augmented Reality (AR) model,0.7270225286483765
S-0216,BMC Helix Service & Operations Management,0.7269324660301208
S-0105,Blockchain solution,0.7267923951148987
S-0047,Smart Taxpayer Services with Machine Learning,0.7266564965248108
S-0051,Insight Driven Organization (IDO),0.7265734076499939
S-0205,Centrak Quarantine Management Solution,0.7262658476829529
S-0167,IXIA ThreatARMOR,0.7254863977432251
S-0106,"Smart bin trash collection solution, especially remote area",0.7253272533416748
S-0141,HubSecurity,0.7246289849281311
S-0199,V-Key Mobile App Protection,0.7239634394645691
S-0062,Parkingbnb,0.7236637473106384
S-0245,Locobike：Automatic Bicycle Rental System,0.7236100435256958
S-0296,BLOK Pass App for Travel Bubble,0.7229952216148376
S-0179,"""TeleVoice""  AI Robot Solution for DHS (Demographic and Health Surveys)",0.7223273515701294
S-0019,Personalized Education System,0.7217203378677368
S-0182,AppProtect+ (RASP) / YESsafe Zero Login (OTP) / AccessMatrix Universal Sign-On (SSO),0.7217035293579102
S-0173,Go VR Immersive - Hololens 2 Mixed Reality Solution,0.7212360501289368
S-0140,Drivelock,0.7211219668388367
S-0104,Litbulb Technologies,0.7210584282875061
S-0148,Zscaler,0.7200256586074829
S-0029,"Field Services Management System using IoT, GIS and Mobile Technologies",0.7199355363845825
S-0010,Precise Facility Crowd Analysis,0.7189585566520691
S-0166,IXIA BREAKINGPOINT,0.7187860608100891
S-0058,IoT Cybersecurity Testing and Certification Program,0.7183175086975098
S-0126,Self Service Business Intelligence,0.7171565890312195
S-0008,Shape Security - Shape Enterprise Defense,0.7162150144577026
S-0235,Pixel Eye Safety Helmets Detection,0.7158393263816833
S-0189,COVID19 Community Prevention Software System,0.7153998613357544
S-0207,Pandemic Management System,0.7150205373764038
S-0242,Queue-it -  Virtual Waiting Room,0.7147727012634277
S-0113,Video Analytics Solution,0.7136424779891968
S-0255,Authgear,0.713567316532135
S-0230,STEMHUB Education Platform,0.7135202884674072
S-0195,SuperAcc Document Intelligence,0.7132056951522827
S-0005,Smart Lamp Pole and Robotic,0.7119643688201904
S-0273,Talos,0.7119427919387817
S-0093,DataOS System,0.7087538242340088
S-0078,Finger Vein PBI (Public Biometric Infrastructure) Platform for Smart City ID Authentication,0.7083773612976074
S-0275,SMore-OCR,0.7078434228897095
S-0059,EMF Workplaces Evaluation Program,0.7074111700057983
S-0190,Una Interactive Training Platform,0.7072868347167969
S-0254,FormExtractor,0.7063125967979431
S-0016,Cyclops -- Smart City & unmanned store solution,0.7059900164604187
S-0020,Machines Predictive Maintenance,0.7055532336235046
S-0107,POARD Your Presentation Stage,0.7054367065429688
S-0013,Public Event Tracking and Early Warning Analysis System,0.7050802707672119
S-0172,Earthy,0.7047248482704163
S-0109,Face Recognition Door Access System,0.7045777440071106
S-0144,ZIroh Labs - Advanced Data Privacy and Encryption Technology,0.7039758563041687
S-0119,Ziizau - Optimization of route design,0.7037742733955383
S-0009,Precise And Responsive Indoor Location Tracking,0.7034546732902527
S-0082,A.I. Contact Center and User Engagement Solution,0.7031240463256836
S-0163,Ai-Knowie,0.7029557824134827
S-0074,AI Chiller Plant – Smart Chiller Plant Optimization using Artificial Intelligence,0.702909529209137
S-0225,DocAnalyzer - Document Review Solution,0.7027764916419983
S-0289,Life Planning & Blockchain,0.7021921277046204
S-0063,UHD Multi-Channel Video Live Broadcast,0.7021782398223877
S-0175,Thermal Imaging Body Temperature Measurement Solution,0.7021722793579102
S-0224,OceanX Workflow,0.7017379403114319
S-0215,Self Check-in system for self-quarantined personal,0.7013325691223145
S-0157,NLP-powered Chatbot by Xiaomi,0.7012726068496704
S-0116,Smart Parking Solution,0.7007846236228943
S-0133,PANGA - Data Infrastructure Edge Computing for Smart Cities,0.7003335356712341
S-0241,Intelligent Data Platform,0.6996181011199951
S-0271,Server Data Analysis Service (User & Data),0.6980999708175659
S-0115,All-in-one event management software,0.697941243648529
S-0146,Promon Shield - Application Protection and Security for IoT & Connected Devices,0.6977165341377258
S-0056,Advanced Contextual Analytic Solution for public enquiries,0.697019100189209
S-0097,Smart Home e-Health Monitoring and Care System,0.6966347098350525
S-0210,AI Cloud for Smart Construction,0.6964130997657776
S-0156,Neo,0.6962788105010986
S-0124,Enterprise Intelligent Assistant,0.6960411071777344
S-0050,Deloitte ASSIST,0.6957345604896545
S-0075,Altai SuperWiFi Solution,0.6955252289772034
S-0129,Automatic ID/Travel Document Recognition and Validation - OCR Solution,0.6931305527687073
S-0138,Radware DefensePro and AppWall,0.6928802132606506
S-0011,Precise Outdoor Crowd Analysis,0.6913554072380066
S-0135,ISS Analytics Services,0.6911383867263794
S-0185,Human body temperature recognition real-time measurement linkage system,0.6910943388938904
S-0238,Rice Robotics,0.6903565526008606
S-0101,​LANDRAY Office Automation (OA) system solutions,0.690327525138855
S-0222,Agorize Innovation Sourcing Platform,0.6896511316299438
S-0202,One card e-payment solution for GBA(Guangdong-hong kong-Macao Greater Bay area),0.68883216381073
S-0036,Intelligent Traffic Monitoring,0.6885097622871399
S-0251,Self Service Bike Rental Solution,0.6884602308273315
S-0187,Provide an implementation plan for the Hongkong Financial Secretary's policy of granting HK $10 thousand to permanent residents aged 18 or above.,0.6867783069610596
S-0231,AI Information push service management system,0.6863736510276794
S-0068,Reliability Centered Asset Management - Dynamic (RCAM-dyn),0.6849868297576904
S-0014,2D Face Re-identification,0.6848238706588745
S-0042,Smart Water Duct Valve for shared Housing,0.6845787167549133
S-0123,Complete Encryption with HSM,0.684519350528717
S-0139,imVision,0.6839494705200195
S-0178,Motor Insurance DLT Authentication System - MIDAS,0.682316243648529
S-0145,Arcserve® Appliance Series,0.6823116540908813
S-0091,Next Generation Growable Optical Networks,0.6762766242027283
S-0160,Smart glass,0.6762209534645081
S-0155,Stella Enterprise Chatbot Builder,0.6761041283607483
S-0223,OceanX Share,0.6752326488494873
S-0229,SonoWatermark,0.6718099117279053
S-0137,Splunk,0.6717857122421265
S-0281,"Smart 5G Integrated Multi-Operator Active Distributed Antenna Solution for Malls, Venues and Stadiums",0.6707790493965149
S-0077,Anywhere Networks,0.6705929636955261
S-0193,Dahua Body Temp Measurement Solution,0.6705561876296997
S-0041,A.I. and speech solutions by Nexify and iFLYTEK,0.6695623993873596
S-0012,"Monitoring and Early Warning System for Holding Concentration, Insider Trading, Short-selling and Stock Price Manipulation",0.6627373695373535
S-0069,Citizen Cloud,0.6619735956192017
S-0086,Micro-Chip 2.0 for pets,0.6617424488067627
S-0054,TicketME Blockchain Ticketing Platform,0.6613132953643799
S-0076,NEC InfoCage FileShell,0.6599081158638
S-0110,People Counting System (PCS),0.6597107648849487
S-0114,Worker Insights,0.6561656594276428
S-0237,V-K V-OS Cloud Solutions,0.6560786366462708
S-0027,Big Data Enabler Service (project based),0.6525563597679138
S-0218,Chief,0.6520645618438721
S-0246,Remo Video Conferencing,0.6515916585922241
S-0150,A.I. Facial Recognition Application for Event Photo Delivery,0.6499572992324829
S-0136,Document Authentication,0.6490151286125183
S-0294,Live Webinar Streaming service,0.6464139223098755
S-0188,Data Vaccinator,0.6441615223884583
S-0130,OpenLegacy API factory,0.6345369219779968
S-0015,3D Face Re-identification,0.6231757402420044
S-0023,Payment Solution for Housing Authority and Leisure and Cultural Department,0.614460289478302
S-0226,"Sky Drone - Autonomous Drone Solution (""Drone-in-a-Box"")",0.6115362644195557
S-0272,Hybrid/ E Bus/ Mini Bus and Ferry Boat,0.6078563928604126
S-0040,RVM One Stop Recycling Solution,0.6042360663414001
S-0164,Relate App,0.5840988755226135
S-0248,OFS Website Tracking System,0.5697802901268005
