Reference Code,Solution Name (Eng),Cosine-Similarity
S-0259,Software Robotic Solution - iBot,0.874964714050293
S-0282,Chatbot Solution - ccRobot,0.8723433613777161
S-0121,Chatbot Solution and NLP applications from ZhuiYi Technology,0.8686575293540955
S-0261,DragOnce Platform,0.8612901568412781
S-0082,A.I. Contact Center and User Engagement Solution,0.857389509677887
S-0279,RoomQ virtual waiting room for massive traffic,0.8558886647224426
S-0288,Mixed language Chatbot system with AI and voice functions,0.855773389339447
S-0283,All-in-one Mobile Productivity Platform,0.8510140776634216
S-0236,Workflow automation solution,0.8477334380149841
S-0240,Multilingual Voice Assistant,0.8476555943489075
S-0087,Smart Citizen and Employee Self-Services,0.8470986485481262
S-0211,Customised Mobile Application solution,0.8429988026618958
S-0247,Seclore Digital Rights Management,0.8417650461196899
S-0124,Enterprise Intelligent Assistant,0.8413940072059631
S-0216,BMC Helix Service & Operations Management,0.8401598334312439
S-0096,Clare.AI Asian Language Chatbot Solutions,0.8382352590560913
S-0249,Robotic Process Automation with A.I. Data Capturing Capability,0.8357252478599548
S-0231,AI Information push service management system,0.8351513147354126
S-0255,Authgear,0.8343847990036011
S-0182,AppProtect+ (RASP) / YESsafe Zero Login (OTP) / AccessMatrix Universal Sign-On (SSO),0.8337541222572327
S-0260,Mobile platform with handheld devices for on-site inspection and remote work duties,0.8327938914299011
S-0214,ACX Visitor Management System,0.832747220993042
S-0152,Datax,0.8324182629585266
S-0094,Digital Transformation with Low code development platform,0.8308864235877991
S-0021,ReportNOW,0.8292109966278076
S-0197,WCL Robotic Process Automation Solution,0.8288699388504028
S-0080,OceanX Cloud-based Enterprise Content Management (ECM),0.8272618055343628
S-0095,Create Efficient and Simplify Business Processes Using NFC,0.8256869316101074
S-0256,AIOps (Artificial Intelligence for IT Operations) Solution,0.8226127624511719
S-0224,OceanX Workflow,0.8205517530441284
S-0203,Government payment scheme online application and data processing,0.8204216957092285
S-0043,fieldConnect,0.820027232170105
S-0155,Stella Enterprise Chatbot Builder,0.8194583058357239
S-0153,Dynatrace,0.8160564303398132
S-0244,ServiceNow - ITSM solution,0.8158134818077087
S-0142,NetMotion Mobility,0.8149713277816772
S-0262,Mobile application development,0.8122403621673584
S-0131,ISS Project Management System,0.8118305206298828
S-0300,Smart Guiding Robot,0.8114880323410034
S-0165,Health Monitoring System,0.8114610910415649
S-0031,PowerArena - Smart City Operations Platform,0.8088878989219666
S-0089,Smart Infrastructure Projects Planning and Execution,0.8088366389274597
S-0183,An Intelligent Solution for Automatic Processing and Chasing of Documents,0.808822512626648
S-0128,Iris by HKT - From Surveillance to Intelligence,0.808769166469574
S-0254,FormExtractor,0.8086541891098022
S-0029,"Field Services Management System using IoT, GIS and Mobile Technologies",0.8085399866104126
S-0186,Technology of independent intellectual property identity authentication and tracking of close contacts of patients to assist in epidemic prevention and control and return to work,0.807055652141571
S-0209,Control-M (BMC Software),0.8068826794624329
S-0168,IXIA Vision ONE (Network Packet Broker),0.8063421845436096
S-0275,SMore-OCR,0.806190550327301
S-0228,eClass Corporate Learning Management System (LMS),0.8054085969924927
S-0071,All-in-one Data Center - iDCmini System,0.8048243522644043
S-0090,Smart Employee Learning Management,0.802922785282135
S-0154,Cisco Stealthwatch Encrypted Traffic Analytics,0.802146852016449
S-0250,UiPath Automation Platform,0.801279604434967
S-0232,"""Smart"" Car Park Management System",0.8012478351593018
S-0075,Altai SuperWiFi Solution,0.8010778427124023
S-0239,InterOps Accelerator,0.8008472919464111
S-0055,Smart City Electric Vehicle (EV) Charging Infrastructure Solution,0.8008040189743042
S-0008,Shape Security - Shape Enterprise Defense,0.800297200679779
S-0169,Robotic Assistant,0.7995212078094482
S-0112,Pyxis - The Internet of Things(IoT) Solution for Construction 2.0 and Beyond,0.7987078428268433
S-0194,UWB Beacon RTLS Solution,0.7979282140731812
S-0125,"BIM, BMS and IoT Integration",0.7948174476623535
S-0286,IoT Sensors and Automatic Monitoring System (AMS),0.7947881817817688
S-0296,BLOK Pass App for Travel Bubble,0.7947286367416382
S-0105,Blockchain solution,0.7937622666358948
S-0179,"""TeleVoice""  AI Robot Solution for DHS (Demographic and Health Surveys)",0.7921979427337646
S-0102,Miovision's Portable Solution for Traffic Data Collection,0.7919209599494934
S-0028,ShipAny - First Smart Logistics Gateway for HK Domestic Logistics Service,0.7918580770492554
S-0266,Site Audit and Inspection Recording System,0.79172682762146
S-0057,Artificial Intelligence Security Surveillance Protection  (AISSP),0.7913700938224792
S-0101,​LANDRAY Office Automation (OA) system solutions,0.7905044555664062
S-0140,Drivelock,0.7898788452148438
S-0162,Automate the verification of electronic documents,0.7896841764450073
S-0191,NoQ E Form registration and quota distribution for massive traffic,0.7891225218772888
S-0148,Zscaler,0.7885861992835999
S-0217,nCloud Fault-Tolerant Geo-distributed Hyperconverged Infrastructure (HCI),0.7885332703590393
S-0038,Hybrid Reality Platform,0.7884051203727722
S-0237,V-K V-OS Cloud Solutions,0.7878102660179138
S-0219,"VR Virtual Store, Training & Education System",0.7872166037559509
S-0118,Alteryx,0.7871427536010742
S-0264,Smart Parking with Video Analytics,0.786007285118103
S-0181,Artificial Intelligence Camera Solutions,0.7854164838790894
S-0093,DataOS System,0.7853531241416931
S-0225,DocAnalyzer - Document Review Solution,0.7852369546890259
S-0280,Digital parking solutions for enterprise (Include online pre booking and payment settle),0.7844055891036987
S-0157,NLP-powered Chatbot by Xiaomi,0.7837601900100708
S-0241,Intelligent Data Platform,0.7823965549468994
S-0103,SP-RFID Smart Asset Management System,0.7823810577392578
