Reference Code,Solution Name (Eng),Cosine Similarity
S-0072,Digital Twin of the City (or Town),0.5370208
S-0012,"Monitoring and Early Warning System for Holding Concentration, Insider Trading, Short-selling and Stock Price Manipulation",0.5365311
S-0202,One card e-payment solution for GBA(Guangdong-hong kong-Macao Greater Bay area),0.5356472
S-0060,FROM Network Audit Programs,0.5346588
S-0217,nCloud Fault-Tolerant Geo-distributed Hyperconverged Infrastructure (HCI),0.53371704
S-0003,GeoSpatial Cloud,0.53350854
S-0084,NFC Product Authentication,0.53342825
S-0063,UHD Multi-Channel Video Live Broadcast,0.53283185
S-0271,Server Data Analysis Service (User & Data),0.53279585
S-0044,AI Escalator Safety Monitoring System,0.5327882
S-0065,Smart Mobility,0.5326955
S-0182,AppProtect+ (RASP) / YESsafe Zero Login (OTP) / AccessMatrix Universal Sign-On (SSO),0.532482
S-0022,A smart lamp pole system with AI-enabled security system,0.5323667
S-0243,LiDAR Road Monitoring Solutions based on Deep Learning Technology,0.5319833
S-0222,Agorize Innovation Sourcing Platform,0.5318301
S-0043,fieldConnect,0.5317895
S-0119,Ziizau - Optimization of route design,0.53174794
S-0089,Smart Infrastructure Projects Planning and Execution,0.53168416
S-0221,AI and IT enhanced learning platform,0.53168243
S-0193,Dahua Body Temp Measurement Solution,0.53167546
S-0055,Smart City Electric Vehicle (EV) Charging Infrastructure Solution,0.5316147
S-0041,A.I. and speech solutions by Nexify and iFLYTEK,0.5315727
S-0035,Document Delivery By Unmanned Vehicle,0.5315315
S-0197,WCL Robotic Process Automation Solution,0.53135073
S-0190,Una Interactive Training Platform,0.53133553
S-0100,Super Massive 3D Model Data Expert,0.53131694
S-0066,Smart Water Management,0.5312707
S-0266,Site Audit and Inspection Recording System,0.53107077
S-0082,A.I. Contact Center and User Engagement Solution,0.5309277
S-0056,Advanced Contextual Analytic Solution for public enquiries,0.53088015
S-0230,STEMHUB Education Platform,0.5308649
S-0093,DataOS System,0.530818
S-0203,Government payment scheme online application and data processing,0.53078943
S-0071,All-in-one Data Center - iDCmini System,0.53074574
S-0158,Switchable Glass / Film,0.53072
S-0162,Automate the verification of electronic documents,0.5307199
S-0105,Blockchain solution,0.53046936
S-0047,Smart Taxpayer Services with Machine Learning,0.5304357
S-0296,BLOK Pass App for Travel Bubble,0.53029317
S-0027,Big Data Enabler Service (project based),0.5302707
S-0164,Relate App,0.53025043
S-0011,Precise Outdoor Crowd Analysis,0.5302417
