Reference Code,Solution Name (Eng),Cosine Similarity
S-0202,One card e-payment solution for GBA(Guangdong-hong kong-Macao Greater Bay area),0.5358694
S-0084,NFC Product Authentication,0.5341435
S-0072,Digital Twin of the City (or Town),0.5333164
S-0217,nCloud Fault-Tolerant Geo-distributed Hyperconverged Infrastructure (HCI),0.5318539
S-0060,FROM Network Audit Programs,0.5318096
S-0065,Smart Mobility,0.5315753
S-0100,Super Massive 3D Model Data Expert,0.5311764
S-0222,Agorize Innovation Sourcing Platform,0.5307615
S-0044,AI Escalator Safety Monitoring System,0.5302028
S-0182,AppProtect+ (RASP) / YESsafe Zero Login (OTP) / AccessMatrix Universal Sign-On (SSO),0.53018254
S-0230,STEMHUB Education Platform,0.5298951
S-0118,Alteryx,0.52941346
S-0051,Insight Driven Organization (IDO),0.5293895
S-0003,GeoSpatial Cloud,0.5293817
S-0197,WCL Robotic Process Automation Solution,0.52913785
S-0055,Smart City Electric Vehicle (EV) Charging Infrastructure Solution,0.5290308
S-0047,Smart Taxpayer Services with Machine Learning,0.52892506
S-0271,Server Data Analysis Service (User & Data),0.52873147
S-0043,fieldConnect,0.5287204
S-0011,Precise Outdoor Crowd Analysis,0.5284562
S-0012,"Monitoring and Early Warning System for Holding Concentration, Insider Trading, Short-selling and Stock Price Manipulation",0.5283702
S-0178,Motor Insurance DLT Authentication System - MIDAS,0.528325
S-0027,Big Data Enabler Service (project based),0.5282922
S-0041,A.I. and speech solutions by Nexify and iFLYTEK,0.5282579
S-0162,Automate the verification of electronic documents,0.52824056
S-0106,"Smart bin trash collection solution, especially remote area",0.52821434
S-0221,AI and IT enhanced learning platform,0.52814704
S-0049,Blockchain Solution,0.52814573
S-0187,Provide an implementation plan for the Hongkong Financial Secretary's policy of granting HK $10 thousand to permanent residents aged 18 or above.,0.52805555
S-0089,Smart Infrastructure Projects Planning and Execution,0.52804834
S-0030,IoT Building Access Control System,0.52795535
S-0191,NoQ E Form registration and quota distribution for massive traffic,0.5279474
S-0058,IoT Cybersecurity Testing and Certification Program,0.52786154
S-0063,UHD Multi-Channel Video Live Broadcast,0.5277195
S-0056,Advanced Contextual Analytic Solution for public enquiries,0.5274861
S-0123,Complete Encryption with HSM,0.5274664
S-0113,Video Analytics Solution,0.5274584
S-0048,AI-based Application,0.5274068
S-0266,Site Audit and Inspection Recording System,0.527358
S-0074,AI Chiller Plant – Smart Chiller Plant Optimization using Artificial Intelligence,0.5273114
S-0059,EMF Workplaces Evaluation Program,0.5272876
S-0053,Real-Time Origin-Destination Analysis Tool (RODAT）,0.5272702
S-0104,Litbulb Technologies,0.5272676
S-0243,LiDAR Road Monitoring Solutions based on Deep Learning Technology,0.5272085
S-0045,SAP Big Data Solution,0.5271882
S-0154,Cisco Stealthwatch Encrypted Traffic Analytics,0.52715707
S-0067,AR Smart Glass Assisted for equipment training and O&M,0.5271409
S-0156,Neo,0.5271358
S-0161,LiDAR and Optical Sensing applications for Smart City,0.5271179
S-0052,OpenCloud CMP,0.5271078
S-0137,Splunk,0.527099
S-0164,Relate App,0.5270692
S-0135,ISS Analytics Services,0.5270646
S-0136,Document Authentication,0.5270376
S-0227,Intelligent liquid crystal dimming film,0.52697027
S-0105,Blockchain solution,0.5269588
S-0013,Public Event Tracking and Early Warning Analysis System,0.5268469
S-0138,Radware DefensePro and AppWall,0.52684546
S-0119,Ziizau - Optimization of route design,0.52676064
S-0180,AR/ VR/ Interactive Design & Development,0.5267574
S-0239,InterOps Accelerator,0.52669126
S-0078,Finger Vein PBI (Public Biometric Infrastructure) Platform for Smart City ID Authentication,0.5266696
S-0024,Automated Refuse Collection System with 1 chute for multi fractions,0.5266694
S-0169,Robotic Assistant,0.5265468
S-0250,UiPath Automation Platform,0.5265415
S-0263,SafeGuard Series,0.5265353
S-0054,TicketME Blockchain Ticketing Platform,0.5265271
S-0057,Artificial Intelligence Security Surveillance Protection  (AISSP),0.5265118
S-0193,Dahua Body Temp Measurement Solution,0.526501
S-0020,Machines Predictive Maintenance,0.5264682
S-0158,Switchable Glass / Film,0.5263716
S-0036,Intelligent Traffic Monitoring,0.52636564
S-0103,SP-RFID Smart Asset Management System,0.52630717
S-0255,Authgear,0.5262552
S-0022,A smart lamp pole system with AI-enabled security system,0.52625066
S-0143,Cyberbit,0.5262128
S-0171,Augmented Reality (AR) model,0.52614665
S-0218,Chief,0.5261272
S-0134,Smart Building - Energy Management and Optimization Solutions,0.5260985
S-0035,Document Delivery By Unmanned Vehicle,0.52603495
S-0215,Self Check-in system for self-quarantined personal,0.5260349
S-0037,4D Immersive CAVE,0.52596116
S-0133,PANGA - Data Infrastructure Edge Computing for Smart Cities,0.52594846
S-0209,Control-M (BMC Software),0.5259151
S-0002,DataCube Data Intelligent Automation Solution,0.52589077
S-0249,Robotic Process Automation with A.I. Data Capturing Capability,0.5258849
S-0148,Zscaler,0.5258731
S-0071,All-in-one Data Center - iDCmini System,0.5257911
S-0093,DataOS System,0.5257687
S-0207,Pandemic Management System,0.52573836
S-0090,Smart Employee Learning Management,0.5256751
S-0188,Data Vaccinator,0.5256724
S-0082,A.I. Contact Center and User Engagement Solution,0.5255683
S-0203,Government payment scheme online application and data processing,0.52549165
S-0231,AI Information push service management system,0.5254729
S-0256,AIOps (Artificial Intelligence for IT Operations) Solution,0.5254624
S-0031,PowerArena - Smart City Operations Platform,0.52534676
S-0039,iQ-Dwell Time Management System,0.52533394
S-0172,Earthy,0.52528954
S-0066,Smart Water Management,0.5252762
S-0029,"Field Services Management System using IoT, GIS and Mobile Technologies",0.5251875
S-0205,Centrak Quarantine Management Solution,0.52517664
S-0023,Payment Solution for Housing Authority and Leisure and Cultural Department,0.5251559
S-0124,Enterprise Intelligent Assistant,0.5251422
S-0183,An Intelligent Solution for Automatic Processing and Chasing of Documents,0.5251144
S-0244,ServiceNow - ITSM solution,0.5251128
S-0028,ShipAny - First Smart Logistics Gateway for HK Domestic Logistics Service,0.52509946
S-0096,Clare.AI Asian Language Chatbot Solutions,0.5250142
S-0262,Mobile application development,0.524989
S-0189,COVID19 Community Prevention Software System,0.52497864
S-0265,Business Process Management Platform,0.5249374
S-0122,"Smart City Solution - IoT, AI, Data Analytics Platform, Control",0.524904
S-0094,Digital Transformation with Low code development platform,0.5248932
S-0273,Talos,0.52486247
S-0092,Enable the wireless connectivity for IoT devices,0.5248513
S-0083,Smart Pharma Packaging,0.52464044
S-0296,BLOK Pass App for Travel Bubble,0.5246131
S-0075,Altai SuperWiFi Solution,0.52460605
S-0008,Shape Security - Shape Enterprise Defense,0.5245531
S-0087,Smart Citizen and Employee Self-Services,0.5245107
S-0142,NetMotion Mobility,0.524493
S-0038,Hybrid Reality Platform,0.52443707
S-0125,"BIM, BMS and IoT Integration",0.5244202
S-0241,Intelligent Data Platform,0.52441865
S-0275,SMore-OCR,0.5243769
S-0199,V-Key Mobile App Protection,0.52437395
S-0281,"Smart 5G Integrated Multi-Operator Active Distributed Antenna Solution for Malls, Venues and Stadiums",0.52436244
S-0085,SAP Geospatial Asset Management,0.5243611
S-0128,Iris by HKT - From Surveillance to Intelligence,0.52435046
S-0252,Critical Event Management,0.52430797
S-0007,Smart Life,0.5242573
S-0033,ATAL’s Cloud-based Chiller Plant Energy Management Platform (EM-Platform),0.52420735
S-0015,3D Face Re-identification,0.52419204
S-0186,Technology of independent intellectual property identity authentication and tracking of close contacts of patients to assist in epidemic prevention and control and return to work,0.52415466
S-0131,ISS Project Management System,0.524147
S-0235,Pixel Eye Safety Helmets Detection,0.52411366
S-0014,2D Face Re-identification,0.5241075
S-0144,ZIroh Labs - Advanced Data Privacy and Encryption Technology,0.52407295
S-0173,Go VR Immersive - Hololens 2 Mixed Reality Solution,0.5240199
S-0279,RoomQ virtual waiting room for massive traffic,0.5239771
S-0272,Hybrid/ E Bus/ Mini Bus and Ferry Boat,0.52397364
S-0068,Reliability Centered Asset Management - Dynamic (RCAM-dyn),0.52394515
S-0077,Anywhere Networks,0.5239435
S-0251,Self Service Bike Rental Solution,0.5239044
S-0195,SuperAcc Document Intelligence,0.5238504
S-0079,"1/ AccuID, 2/ Pedestrian Analytics, 3/ Vehicle Analytics",0.523837
S-0016,Cyclops -- Smart City & unmanned store solution,0.52382433
S-0098,ECOPLANT Solar Tracking Solar Panel System,0.52377695
S-0073,Enlighted Multi-Features Micro IoT Sensors Solution,0.5237224
S-0080,OceanX Cloud-based Enterprise Content Management (ECM),0.5237126
S-0246,Remo Video Conferencing,0.52367413
S-0213,Radar-based smart motion and position tracking system,0.5236683
S-0282,Chatbot Solution - ccRobot,0.5236601
S-0224,OceanX Workflow,0.5236587
S-0226,"Sky Drone - Autonomous Drone Solution (""Drone-in-a-Box"")",0.52365243
S-0174,VR Training & Education System,0.5236464
S-0220,3D Spatial Intelligence Platform for flow and traffic managements,0.5236363
S-0147,Privacy-aware people counting system using Smart Radar sensor,0.5236003
S-0132,Mobility Mesh Wi-Fi Application for Smart City,0.5235067
S-0139,imVision,0.5234998
S-0114,Worker Insights,0.5234613
S-0167,IXIA ThreatARMOR,0.5234442
S-0166,IXIA BREAKINGPOINT,0.5234388
S-0159,Integrated Smart Film Solutions,0.5234189
S-0141,HubSecurity,0.52337235
S-0228,eClass Corporate Learning Management System (LMS),0.5233026
S-0247,Seclore Digital Rights Management,0.52327514
S-0101,​LANDRAY Office Automation (OA) system solutions,0.5232578
S-0234,Pixel Eye Vision-Based Fall Detection,0.52323556
S-0210,AI Cloud for Smart Construction,0.52322996
S-0032,AI+IAQ Proptech: Zonal object counting by skeleton & form recognition integrated with indoor environmental control and room utilization management,0.5232177
S-0102,Miovision's Portable Solution for Traffic Data Collection,0.5232034
S-0010,Precise Facility Crowd Analysis,0.5231454
S-0196,Personnel and Asset positioning management system,0.52314246
S-0112,Pyxis - The Internet of Things(IoT) Solution for Construction 2.0 and Beyond,0.52311367
S-0204,DOLPHIN Indoor Positioning Service (IPS),0.5231013
S-0286,IoT Sensors and Automatic Monitoring System (AMS),0.52309346
S-0153,Dynatrace,0.52308697
S-0190,Una Interactive Training Platform,0.5230667
S-0289,Life Planning & Blockchain,0.52305454
S-0129,Automatic ID/Travel Document Recognition and Validation - OCR Solution,0.5229996
S-0223,OceanX Share,0.5229933
S-0259,Software Robotic Solution - iBot,0.52292305
S-0292,Telepresence and Video Conferencing Solution,0.52289706
S-0157,NLP-powered Chatbot by Xiaomi,0.52288234
S-0009,Precise And Responsive Indoor Location Tracking,0.52287465
S-0225,DocAnalyzer - Document Review Solution,0.5228529
S-0216,BMC Helix Service & Operations Management,0.5228334
S-0061,A.I. and Mixed Reality Solution,0.5227766
S-0109,Face Recognition Door Access System,0.5227567
S-0283,All-in-one Mobile Productivity Platform,0.5227544
S-0194,UWB Beacon RTLS Solution,0.5227225
S-0081,iQ-Road and Traffic Management,0.52270883
S-0181,Artificial Intelligence Camera Solutions,0.5226837
S-0130,OpenLegacy API factory,0.5225826
S-0160,Smart glass,0.5225432
S-0064,Smart Education(Class VR),0.5225421
S-0238,Rice Robotics,0.52252907
S-0150,A.I. Facial Recognition Application for Event Photo Delivery,0.5225126
S-0091,Next Generation Growable Optical Networks,0.5224953
S-0046,SAP Digital Boardroom,0.52246785
S-0322,NB-IoT / LoRa Dual-detection Smart Parking Sensing Technology,0.5224555
S-0040,RVM One Stop Recycling Solution,0.5224481
S-0110,People Counting System (PCS),0.5224149
S-0261,DragOnce Platform,0.52238315
S-0120,Raspect-ACE,0.52233064
S-0062,Parkingbnb,0.5223141
S-0145,Arcserve® Appliance Series,0.5222843
S-0126,Self Service Business Intelligence,0.52226526
S-0001,PixelEye Object Detection,0.5222588
S-0095,Create Efficient and Simplify Business Processes Using NFC,0.52222663
S-0021,ReportNOW,0.5221676
S-0004,Euclideon Vault - Smart City IOT 3D visualization,0.522139
S-0127,Event Management technology,0.5220598
S-0017,Falling Alert System for Elderly Care-- Optical Monitoring System (OMS),0.5220347
S-0236,Workflow automation solution,0.52201915
S-0069,Citizen Cloud,0.5219971
S-0237,V-K V-OS Cloud Solutions,0.5219673
S-0254,FormExtractor,0.5219459
S-0152,Datax,0.52192557
S-0264,Smart Parking with Video Analytics,0.5219026
S-0232,"""Smart"" Car Park Management System",0.5219005
S-0146,Promon Shield - Application Protection and Security for IoT & Connected Devices,0.5218985
S-0179,"""TeleVoice""  AI Robot Solution for DHS (Demographic and Health Surveys)",0.5218249
S-0107,POARD Your Presentation Stage,0.52179956
S-0026,Knowledge Management Solution (KM Power),0.5217518
S-0267,Smart Fever Screening System,0.52162135
S-0219,"VR Virtual Store, Training & Education System",0.5216136
S-0211,Customised Mobile Application solution,0.5214961
S-0086,Micro-Chip 2.0 for pets,0.52149606
S-0005,Smart Lamp Pole and Robotic,0.5214135
S-0245,Locobike：Automatic Bicycle Rental System,0.5214107
S-0168,IXIA Vision ONE (Network Packet Broker),0.5214007
S-0248,OFS Website Tracking System,0.52139074
S-0288,Mixed language Chatbot system with AI and voice functions,0.5213757
S-0240,Multilingual Voice Assistant,0.5213355
S-0165,Health Monitoring System,0.52126616
S-0260,Mobile platform with handheld devices for on-site inspection and remote work duties,0.52126455
S-0242,Queue-it -  Virtual Waiting Room,0.5212445
S-0299,Office Delivery Robot,0.52122295
S-0019,Personalized Education System,0.5210807
S-0201,Non image base access control,0.5210461
S-0212,AI Solution for Outdoor People Counting without invading privacy,0.521022
S-0140,Drivelock,0.5209499
S-0287,Siemens Mobility (e-)bike sharing powered by AI,0.52080166
S-0034,Cloud Energy Management Platform,0.52079785
S-0006,Centimeter level precision GNSS positioning Android tablet/smartphone,0.52070594
S-0300,Smart Guiding Robot,0.520549
S-0115,All-in-one event management software,0.5205187
S-0253,Intelligent Face Mask,0.520494
S-0229,SonoWatermark,0.5204708
S-0108,SparkXIO Smart Car Park Management System,0.5204358
S-0177,MAD Gaze Smart Glass,0.52037287
S-0294,Live Webinar Streaming service,0.5203585
S-0111,Smart car park solution,0.52034956
S-0163,Ai-Knowie,0.52017665
S-0076,NEC InfoCage FileShell,0.52008533
S-0175,Thermal Imaging Body Temperature Measurement Solution,0.5200099
S-0042,Smart Water Duct Valve for shared Housing,0.51957035
S-0170,Nixplay Signage,0.51948464
S-0208,Indoor Map and Positioning for Smart City,0.5194716
S-0099,NB IoT Sensor Solution,0.51946896
S-0097,Smart Home e-Health Monitoring and Care System,0.5194603
S-0280,Digital parking solutions for enterprise (Include online pre booking and payment settle),0.5194521
S-0121,Chatbot Solution and NLP applications from ZhuiYi Technology,0.5189136
S-0155,Stella Enterprise Chatbot Builder,0.51891184
S-0214,ACX Visitor Management System,0.5186364
S-0050,Deloitte ASSIST,0.51862985
S-0116,Smart Parking Solution,0.51835954
S-0233,Area monitoring solution using 3D camera with privacy-preserving,0.51755047
S-0070,Well井 Smart Water Station,0.5170742
S-0176,Epidemic prevention and control management system,0.51551664
