Reference Code,Solution Name (Eng),Cosine Similarity
S-0202,One card e-payment solution for GBA(Guangdong-hong kong-Macao Greater Bay area),0.53764963
S-0072,Digital Twin of the City (or Town),0.5375963
S-0065,Smart Mobility,0.5347224
S-0271,Server Data Analysis Service (User & Data),0.53412884
S-0003,GeoSpatial Cloud,0.5332464
S-0044,AI Escalator Safety Monitoring System,0.5331769
S-0012,"Monitoring and Early Warning System for Holding Concentration, Insider Trading, Short-selling and Stock Price Manipulation",0.5331323
S-0197,WCL Robotic Process Automation Solution,0.532991
S-0060,FROM Network Audit Programs,0.5327196
S-0084,NFC Product Authentication,0.53259164
S-0217,nCloud Fault-Tolerant Geo-distributed Hyperconverged Infrastructure (HCI),0.53251004
S-0043,fieldConnect,0.53250253
S-0118,Alteryx,0.5322582
S-0089,Smart Infrastructure Projects Planning and Execution,0.53216255
S-0182,AppProtect+ (RASP) / YESsafe Zero Login (OTP) / AccessMatrix Universal Sign-On (SSO),0.5321018
S-0031,PowerArena - Smart City Operations Platform,0.53184366
S-0045,SAP Big Data Solution,0.5316922
S-0063,UHD Multi-Channel Video Live Broadcast,0.5316515
S-0222,Agorize Innovation Sourcing Platform,0.5316299
S-0100,Super Massive 3D Model Data Expert,0.5315859
S-0055,Smart City Electric Vehicle (EV) Charging Infrastructure Solution,0.53156704
S-0082,A.I. Contact Center and User Engagement Solution,0.53129977
S-0022,A smart lamp pole system with AI-enabled security system,0.53116
S-0137,Splunk,0.5311551
S-0049,Blockchain Solution,0.5311175
S-0011,Precise Outdoor Crowd Analysis,0.5310432
S-0066,Smart Water Management,0.53101504
S-0013,Public Event Tracking and Early Warning Analysis System,0.5309888
S-0071,All-in-one Data Center - iDCmini System,0.5308395
S-0230,STEMHUB Education Platform,0.530648
S-0142,NetMotion Mobility,0.5306026
S-0255,Authgear,0.530578
S-0041,A.I. and speech solutions by Nexify and iFLYTEK,0.53056574
S-0093,DataOS System,0.53052044
S-0035,Document Delivery By Unmanned Vehicle,0.5304336
S-0154,Cisco Stealthwatch Encrypted Traffic Analytics,0.53033185
S-0227,Intelligent liquid crystal dimming film,0.53031653
S-0047,Smart Taxpayer Services with Machine Learning,0.53029335
S-0221,AI and IT enhanced learning platform,0.5302775
S-0054,TicketME Blockchain Ticketing Platform,0.5302763
S-0187,Provide an implementation plan for the Hongkong Financial Secretary's policy of granting HK $10 thousand to permanent residents aged 18 or above.,0.5302669
S-0243,LiDAR Road Monitoring Solutions based on Deep Learning Technology,0.5302613
S-0027,Big Data Enabler Service (project based),0.5300678
S-0138,Radware DefensePro and AppWall,0.53001326
S-0161,LiDAR and Optical Sensing applications for Smart City,0.5299502
S-0051,Insight Driven Organization (IDO),0.5299381
S-0178,Motor Insurance DLT Authentication System - MIDAS,0.5299079
S-0114,Worker Insights,0.5298249
S-0246,Remo Video Conferencing,0.5297238
S-0052,OpenCloud CMP,0.52969444
S-0183,An Intelligent Solution for Automatic Processing and Chasing of Documents,0.52955836
S-0048,AI-based Application,0.52955264
S-0263,SafeGuard Series,0.5295156
S-0104,Litbulb Technologies,0.5295126
S-0162,Automate the verification of electronic documents,0.52945995
S-0056,Advanced Contextual Analytic Solution for public enquiries,0.5294362
S-0193,Dahua Body Temp Measurement Solution,0.5293113
S-0078,Finger Vein PBI (Public Biometric Infrastructure) Platform for Smart City ID Authentication,0.529248
S-0171,Augmented Reality (AR) model,0.5291681
S-0119,Ziizau - Optimization of route design,0.5291041
S-0158,Switchable Glass / Film,0.52906257
S-0169,Robotic Assistant,0.5290396
S-0113,Video Analytics Solution,0.5290134
S-0203,Government payment scheme online application and data processing,0.52891994
S-0215,Self Check-in system for self-quarantined personal,0.5289119
S-0096,Clare.AI Asian Language Chatbot Solutions,0.528902
S-0279,RoomQ virtual waiting room for massive traffic,0.5288981
S-0148,Zscaler,0.52888346
S-0030,IoT Building Access Control System,0.52887785
S-0286,IoT Sensors and Automatic Monitoring System (AMS),0.5288715
S-0244,ServiceNow - ITSM solution,0.52878076
S-0220,3D Spatial Intelligence Platform for flow and traffic managements,0.5287406
S-0039,iQ-Dwell Time Management System,0.5287276
S-0196,Personnel and Asset positioning management system,0.5286705
S-0209,Control-M (BMC Software),0.5286609
S-0226,"Sky Drone - Autonomous Drone Solution (""Drone-in-a-Box"")",0.5286229
S-0191,NoQ E Form registration and quota distribution for massive traffic,0.5286213
S-0172,Earthy,0.52856994
S-0081,iQ-Road and Traffic Management,0.52855605
S-0239,InterOps Accelerator,0.5285106
S-0123,Complete Encryption with HSM,0.5284536
S-0273,Talos,0.52844787
S-0105,Blockchain solution,0.5284315
S-0296,BLOK Pass App for Travel Bubble,0.5284066
S-0322,NB-IoT / LoRa Dual-detection Smart Parking Sensing Technology,0.52840203
S-0136,Document Authentication,0.5283891
S-0156,Neo,0.52837133
