Reference Code,Solution Name (Eng),Cosine-Similarity
S-0231,AI Information push service management system,0.8879444599151611
S-0021,ReportNOW,0.883593738079071
S-0137,Splunk,0.8765453100204468
S-0031,PowerArena - Smart City Operations Platform,0.8727380037307739
S-0118,Alteryx,0.8678074479103088
S-0261,DragOnce Platform,0.8628423810005188
S-0288,Mixed language Chatbot system with AI and voice functions,0.8589757084846497
S-0121,Chatbot Solution and NLP applications from ZhuiYi Technology,0.8585841655731201
S-0013,Public Event Tracking and Early Warning Analysis System,0.8582310676574707
S-0211,Customised Mobile Application solution,0.8557078242301941
S-0216,BMC Helix Service & Operations Management,0.8556082844734192
S-0087,Smart Citizen and Employee Self-Services,0.8528391718864441
S-0004,Euclideon Vault - Smart City IOT 3D visualization,0.8511613607406616
S-0275,SMore-OCR,0.8510810732841492
S-0128,Iris by HKT - From Surveillance to Intelligence,0.8509272336959839
S-0152,Datax,0.8486877083778381
S-0046,SAP Digital Boardroom,0.8486223816871643
S-0300,Smart Guiding Robot,0.8474827408790588
S-0195,SuperAcc Document Intelligence,0.8472988605499268
S-0082,A.I. Contact Center and User Engagement Solution,0.8472503423690796
S-0282,Chatbot Solution - ccRobot,0.8469504117965698
S-0236,Workflow automation solution,0.8457110524177551
S-0230,STEMHUB Education Platform,0.8454012274742126
S-0148,Zscaler,0.8452918529510498
S-0283,All-in-one Mobile Productivity Platform,0.8450723886489868
S-0096,Clare.AI Asian Language Chatbot Solutions,0.8449808359146118
S-0095,Create Efficient and Simplify Business Processes Using NFC,0.8446158766746521
S-0197,WCL Robotic Process Automation Solution,0.8444649577140808
S-0168,IXIA Vision ONE (Network Packet Broker),0.8443261384963989
S-0105,Blockchain solution,0.8442660570144653
S-0154,Cisco Stealthwatch Encrypted Traffic Analytics,0.8434618711471558
S-0051,Insight Driven Organization (IDO),0.8433738946914673
S-0259,Software Robotic Solution - iBot,0.8431317806243896
S-0183,An Intelligent Solution for Automatic Processing and Chasing of Documents,0.8431184887886047
S-0254,FormExtractor,0.8431043028831482
S-0260,Mobile platform with handheld devices for on-site inspection and remote work duties,0.8429014682769775
S-0241,Intelligent Data Platform,0.8425406217575073
S-0001,PixelEye Object Detection,0.8416299819946289
S-0125,"BIM, BMS and IoT Integration",0.8412716388702393
S-0182,AppProtect+ (RASP) / YESsafe Zero Login (OTP) / AccessMatrix Universal Sign-On (SSO),0.8409832715988159
S-0043,fieldConnect,0.8407365679740906
S-0045,SAP Big Data Solution,0.8403944969177246
S-0225,DocAnalyzer - Document Review Solution,0.8398796319961548
S-0203,Government payment scheme online application and data processing,0.8391987681388855
S-0102,Miovision's Portable Solution for Traffic Data Collection,0.8376606702804565
S-0220,3D Spatial Intelligence Platform for flow and traffic managements,0.8376297354698181
S-0089,Smart Infrastructure Projects Planning and Execution,0.8362755179405212
S-0296,BLOK Pass App for Travel Bubble,0.8357227444648743
S-0122,"Smart City Solution - IoT, AI, Data Analytics Platform, Control",0.8354552984237671
S-0002,DataCube Data Intelligent Automation Solution,0.835452675819397
