Reference Code,Solution Name (Eng),Cosine-Similarity
S-0081,iQ-Road and Traffic Management,0.8874109387397766
S-0022,A smart lamp pole system with AI-enabled security system,0.8652217984199524
S-0322,NB-IoT / LoRa Dual-detection Smart Parking Sensing Technology,0.8563436269760132
S-0264,Smart Parking with Video Analytics,0.8508631587028503
S-0079,"1/ AccuID, 2/ Pedestrian Analytics, 3/ Vehicle Analytics",0.8428425192832947
S-0233,Area monitoring solution using 3D camera with privacy-preserving,0.8410273790359497
S-0088,Public vehicle real-time arrival forecast system and real-time seat detection system,0.8395847678184509
S-0102,Miovision's Portable Solution for Traffic Data Collection,0.8390310406684875
S-0112,Pyxis - The Internet of Things(IoT) Solution for Construction 2.0 and Beyond,0.8371211290359497
S-0006,Centimeter level precision GNSS positioning Android tablet/smartphone,0.836256206035614
S-0001,PixelEye Object Detection,0.8346149921417236
S-0220,3D Spatial Intelligence Platform for flow and traffic managements,0.8326656222343445
S-0287,Siemens Mobility (e-)bike sharing powered by AI,0.8306949138641357
S-0286,IoT Sensors and Automatic Monitoring System (AMS),0.8305784463882446
S-0153,Dynatrace,0.8299620747566223
S-0232,"""Smart"" Car Park Management System",0.8271599411964417
S-0039,iQ-Dwell Time Management System,0.8238255977630615
S-0204,DOLPHIN Indoor Positioning Service (IPS),0.8233344554901123
S-0055,Smart City Electric Vehicle (EV) Charging Infrastructure Solution,0.8191931247711182
S-0065,Smart Mobility,0.8174704909324646
S-0100,Super Massive 3D Model Data Expert,0.8158571124076843
S-0234,Pixel Eye Vision-Based Fall Detection,0.8132054805755615
S-0062,Parkingbnb,0.8126439452171326
S-0253,Intelligent Face Mask,0.8121315836906433
S-0072,Digital Twin of the City (or Town),0.8107557892799377
S-0038,Hybrid Reality Platform,0.8105205297470093
S-0147,Privacy-aware people counting system using Smart Radar sensor,0.8087048530578613
S-0191,NoQ E Form registration and quota distribution for massive traffic,0.8078106641769409
S-0213,Radar-based smart motion and position tracking system,0.8077310919761658
S-0299,Office Delivery Robot,0.807530403137207
S-0095,Create Efficient and Simplify Business Processes Using NFC,0.807506799697876
S-0212,AI Solution for Outdoor People Counting without invading privacy,0.8065527677536011
S-0196,Personnel and Asset positioning management system,0.8063424229621887
S-0177,MAD Gaze Smart Glass,0.8061812520027161
S-0036,Intelligent Traffic Monitoring,0.8050113916397095
S-0108,SparkXIO Smart Car Park Management System,0.8030997514724731
S-0021,ReportNOW,0.801901638507843
S-0243,LiDAR Road Monitoring Solutions based on Deep Learning Technology,0.8014656901359558
S-0296,BLOK Pass App for Travel Bubble,0.8004847764968872
S-0267,Smart Fever Screening System,0.8001702427864075
S-0154,Cisco Stealthwatch Encrypted Traffic Analytics,0.7998613119125366
S-0251,Self Service Bike Rental Solution,0.7990931272506714
S-0181,Artificial Intelligence Camera Solutions,0.798401951789856
S-0214,ACX Visitor Management System,0.798324465751648
S-0165,Health Monitoring System,0.7979438304901123
S-0043,fieldConnect,0.7961159348487854
S-0260,Mobile platform with handheld devices for on-site inspection and remote work duties,0.7946404218673706
S-0092,Enable the wireless connectivity for IoT devices,0.7938829064369202
S-0118,Alteryx,0.793375551700592
