Reference Code,Solution Name (Eng),Cosine-Similarity
S-0227,Intelligent liquid crystal dimming film,0.8604767918586731
S-0159,Integrated Smart Film Solutions,0.8528304100036621
S-0153,Dynatrace,0.8337363600730896
S-0177,MAD Gaze Smart Glass,0.8327107429504395
S-0095,Create Efficient and Simplify Business Processes Using NFC,0.8314018249511719
S-0112,Pyxis - The Internet of Things(IoT) Solution for Construction 2.0 and Beyond,0.8274152874946594
S-0038,Hybrid Reality Platform,0.826073408126831
S-0264,Smart Parking with Video Analytics,0.825917661190033
S-0220,3D Spatial Intelligence Platform for flow and traffic managements,0.8210261464118958
S-0292,Telepresence and Video Conferencing Solution,0.8177323341369629
S-0214,ACX Visitor Management System,0.8164606690406799
S-0260,Mobile platform with handheld devices for on-site inspection and remote work duties,0.8163550496101379
S-0089,Smart Infrastructure Projects Planning and Execution,0.8163200616836548
S-0234,Pixel Eye Vision-Based Fall Detection,0.8071721196174622
S-0090,Smart Employee Learning Management,0.8053872585296631
S-0134,Smart Building - Energy Management and Optimization Solutions,0.8044458031654358
S-0196,Personnel and Asset positioning management system,0.8042801022529602
S-0253,Intelligent Face Mask,0.8042801022529602
S-0001,PixelEye Object Detection,0.803596019744873
S-0261,DragOnce Platform,0.8032437562942505
S-0244,ServiceNow - ITSM solution,0.8031052350997925
S-0204,DOLPHIN Indoor Positioning Service (IPS),0.8028403520584106
S-0079,"1/ AccuID, 2/ Pedestrian Analytics, 3/ Vehicle Analytics",0.8027881979942322
S-0288,Mixed language Chatbot system with AI and voice functions,0.8027790188789368
S-0170,Nixplay Signage,0.8021366596221924
S-0243,LiDAR Road Monitoring Solutions based on Deep Learning Technology,0.8010168075561523
S-0030,IoT Building Access Control System,0.800853431224823
S-0071,All-in-one Data Center - iDCmini System,0.8007382750511169
S-0249,Robotic Process Automation with A.I. Data Capturing Capability,0.8007081747055054
S-0088,Public vehicle real-time arrival forecast system and real-time seat detection system,0.800140917301178
S-0021,ReportNOW,0.8000049591064453
S-0162,Automate the verification of electronic documents,0.7995920181274414
S-0094,Digital Transformation with Low code development platform,0.799328088760376
S-0282,Chatbot Solution - ccRobot,0.7986810207366943
S-0209,Control-M (BMC Software),0.7977171540260315
S-0233,Area monitoring solution using 3D camera with privacy-preserving,0.7973222136497498
S-0100,Super Massive 3D Model Data Expert,0.7946984171867371
S-0118,Alteryx,0.7937026023864746
S-0299,Office Delivery Robot,0.7936619520187378
S-0256,AIOps (Artificial Intelligence for IT Operations) Solution,0.7928643822669983
S-0073,Enlighted Multi-Features Micro IoT Sensors Solution,0.7927622199058533
S-0267,Smart Fever Screening System,0.792456865310669
S-0087,Smart Citizen and Employee Self-Services,0.7924522757530212
S-0039,iQ-Dwell Time Management System,0.792263925075531
S-0055,Smart City Electric Vehicle (EV) Charging Infrastructure Solution,0.792253851890564
S-0197,WCL Robotic Process Automation Solution,0.7916741371154785
S-0211,Customised Mobile Application solution,0.7897775769233704
S-0236,Workflow automation solution,0.7896015048027039
S-0191,NoQ E Form registration and quota distribution for massive traffic,0.789454460144043
S-0208,Indoor Map and Positioning for Smart City,0.7891358137130737
S-0111,Smart car park solution,0.7882242202758789
S-0084,NFC Product Authentication,0.7873432040214539
S-0283,All-in-one Mobile Productivity Platform,0.7871536612510681
S-0103,SP-RFID Smart Asset Management System,0.7868306040763855
S-0006,Centimeter level precision GNSS positioning Android tablet/smartphone,0.786372721195221
S-0287,Siemens Mobility (e-)bike sharing powered by AI,0.7861353158950806
S-0034,Cloud Energy Management Platform,0.7860637307167053
S-0279,RoomQ virtual waiting room for massive traffic,0.7854882478713989
S-0048,AI-based Application,0.785031795501709
S-0004,Euclideon Vault - Smart City IOT 3D visualization,0.7847700119018555
S-0031,PowerArena - Smart City Operations Platform,0.7840546369552612
S-0158,Switchable Glass / Film,0.7839334011077881
S-0152,Datax,0.7830231785774231
S-0168,IXIA Vision ONE (Network Packet Broker),0.7830202579498291
S-0239,InterOps Accelerator,0.7829487919807434
S-0061,A.I. and Mixed Reality Solution,0.7824856638908386
S-0046,SAP Digital Boardroom,0.7821655869483948
S-0037,4D Immersive CAVE,0.780439555644989
S-0232,"""Smart"" Car Park Management System",0.7792108654975891
S-0252,Critical Event Management,0.779178261756897
S-0194,UWB Beacon RTLS Solution,0.7790402770042419
S-0098,ECOPLANT Solar Tracking Solar Panel System,0.7790391445159912
S-0181,Artificial Intelligence Camera Solutions,0.7789998650550842
S-0052,OpenCloud CMP,0.7787047028541565
S-0131,ISS Project Management System,0.7781763076782227
S-0096,Clare.AI Asian Language Chatbot Solutions,0.7773544192314148
S-0143,Cyberbit,0.7772536277770996
S-0322,NB-IoT / LoRa Dual-detection Smart Parking Sensing Technology,0.7770283818244934
S-0022,A smart lamp pole system with AI-enabled security system,0.7766484618186951
S-0070,Well井 Smart Water Station,0.7756777405738831
S-0085,SAP Geospatial Asset Management,0.775648295879364
S-0259,Software Robotic Solution - iBot,0.7755088210105896
S-0033,ATAL’s Cloud-based Chiller Plant Energy Management Platform (EM-Platform),0.7748971581459045
S-0083,Smart Pharma Packaging,0.7745028138160706
S-0092,Enable the wireless connectivity for IoT devices,0.7741677165031433
S-0067,AR Smart Glass Assisted for equipment training and O&M,0.7735902667045593
S-0066,Smart Water Management,0.7729092240333557
S-0072,Digital Twin of the City (or Town),0.7728811502456665
S-0102,Miovision's Portable Solution for Traffic Data Collection,0.771842896938324
S-0250,UiPath Automation Platform,0.7712249159812927
S-0286,IoT Sensors and Automatic Monitoring System (AMS),0.7705348134040833
S-0247,Seclore Digital Rights Management,0.7700232267379761
S-0154,Cisco Stealthwatch Encrypted Traffic Analytics,0.7697626352310181
S-0081,iQ-Road and Traffic Management,0.7688459753990173
S-0032,AI+IAQ Proptech: Zonal object counting by skeleton & form recognition integrated with indoor environmental control and room utilization management,0.7683565616607666
S-0125,"BIM, BMS and IoT Integration",0.7683109641075134
S-0165,Health Monitoring System,0.7679789066314697
S-0065,Smart Mobility,0.7674413919448853
S-0169,Robotic Assistant,0.7673741579055786
S-0142,NetMotion Mobility,0.7672818303108215
S-0228,eClass Corporate Learning Management System (LMS),0.7668634057044983
S-0176,Epidemic prevention and control management system,0.7667496800422668
S-0262,Mobile application development,0.7667218446731567
S-0201,Non image base access control,0.7664701342582703
S-0026,Knowledge Management Solution (KM Power),0.7654258012771606
S-0099,NB IoT Sensor Solution,0.7648140788078308
S-0180,AR/ VR/ Interactive Design & Development,0.764252245426178
S-0049,Blockchain Solution,0.7639781832695007
S-0121,Chatbot Solution and NLP applications from ZhuiYi Technology,0.7632157802581787
S-0024,Automated Refuse Collection System with 1 chute for multi fractions,0.7617818713188171
S-0053,Real-Time Origin-Destination Analysis Tool (RODAT）,0.7617195844650269
S-0280,Digital parking solutions for enterprise (Include online pre booking and payment settle),0.761234700679779
S-0266,Site Audit and Inspection Recording System,0.7612082958221436
S-0240,Multilingual Voice Assistant,0.760932981967926
S-0183,An Intelligent Solution for Automatic Processing and Chasing of Documents,0.7606920003890991
S-0057,Artificial Intelligence Security Surveillance Protection  (AISSP),0.7601595520973206
S-0043,fieldConnect,0.760007917881012
S-0217,nCloud Fault-Tolerant Geo-distributed Hyperconverged Infrastructure (HCI),0.7596692442893982
S-0219,"VR Virtual Store, Training & Education System",0.7595624327659607
S-0296,BLOK Pass App for Travel Bubble,0.7593546509742737
S-0002,DataCube Data Intelligent Automation Solution,0.7591830492019653
S-0003,GeoSpatial Cloud,0.7589605450630188
S-0105,Blockchain solution,0.7588701248168945
S-0300,Smart Guiding Robot,0.7585021257400513
S-0171,Augmented Reality (AR) model,0.7576379776000977
S-0216,BMC Helix Service & Operations Management,0.7568526864051819
S-0221,AI and IT enhanced learning platform,0.7567235827445984
S-0141,HubSecurity,0.7560263276100159
S-0029,"Field Services Management System using IoT, GIS and Mobile Technologies",0.7549484372138977
S-0062,Parkingbnb,0.7547686696052551
S-0242,Queue-it -  Virtual Waiting Room,0.7537658214569092
S-0174,VR Training & Education System,0.753625750541687
S-0186,Technology of independent intellectual property identity authentication and tracking of close contacts of patients to assist in epidemic prevention and control and return to work,0.753422200679779
S-0120,Raspect-ACE,0.7532663941383362
S-0047,Smart Taxpayer Services with Machine Learning,0.752976655960083
S-0044,AI Escalator Safety Monitoring System,0.7526270747184753
S-0035,Document Delivery By Unmanned Vehicle,0.7524274587631226
S-0080,OceanX Cloud-based Enterprise Content Management (ECM),0.7522498369216919
S-0166,IXIA BREAKINGPOINT,0.7520774602890015
S-0213,Radar-based smart motion and position tracking system,0.7518627643585205
S-0127,Event Management technology,0.7516809701919556
S-0128,Iris by HKT - From Surveillance to Intelligence,0.7514424324035645
S-0132,Mobility Mesh Wi-Fi Application for Smart City,0.7503343820571899
S-0203,Government payment scheme online application and data processing,0.7501921057701111
S-0167,IXIA ThreatARMOR,0.7495056390762329
S-0265,Business Process Management Platform,0.749309241771698
S-0212,AI Solution for Outdoor People Counting without invading privacy,0.7488444447517395
S-0205,Centrak Quarantine Management Solution,0.7486556172370911
S-0108,SparkXIO Smart Car Park Management System,0.7485671639442444
S-0122,"Smart City Solution - IoT, AI, Data Analytics Platform, Control",0.7481750845909119
S-0140,Drivelock,0.7477962374687195
S-0045,SAP Big Data Solution,0.747749388217926
S-0007,Smart Life,0.7472555637359619
S-0254,FormExtractor,0.7469739317893982
S-0126,Self Service Business Intelligence,0.7463124394416809
S-0148,Zscaler,0.7455716729164124
S-0173,Go VR Immersive - Hololens 2 Mixed Reality Solution,0.7452388405799866
S-0163,Ai-Knowie,0.7448288202285767
S-0275,SMore-OCR,0.7448144555091858
S-0199,V-Key Mobile App Protection,0.7443094253540039
S-0060,FROM Network Audit Programs,0.7442550659179688
S-0064,Smart Education(Class VR),0.7441552877426147
S-0263,SafeGuard Series,0.7437382936477661
S-0182,AppProtect+ (RASP) / YESsafe Zero Login (OTP) / AccessMatrix Universal Sign-On (SSO),0.7435612082481384
S-0028,ShipAny - First Smart Logistics Gateway for HK Domestic Logistics Service,0.7431177496910095
S-0119,Ziizau - Optimization of route design,0.7428797483444214
S-0195,SuperAcc Document Intelligence,0.7428747415542603
S-0207,Pandemic Management System,0.7428555488586426
S-0009,Precise And Responsive Indoor Location Tracking,0.742699921131134
S-0051,Insight Driven Organization (IDO),0.7411133050918579
S-0019,Personalized Education System,0.7409267425537109
S-0241,Intelligent Data Platform,0.7400925159454346
S-0289,Life Planning & Blockchain,0.7396867275238037
S-0245,Locobike：Automatic Bicycle Rental System,0.7394750118255615
S-0017,Falling Alert System for Elderly Care-- Optical Monitoring System (OMS),0.7390835285186768
S-0230,STEMHUB Education Platform,0.7374745607376099
S-0008,Shape Security - Shape Enterprise Defense,0.7372696995735168
S-0147,Privacy-aware people counting system using Smart Radar sensor,0.7367745041847229
S-0273,Talos,0.7365735769271851
S-0179,"""TeleVoice""  AI Robot Solution for DHS (Demographic and Health Surveys)",0.7354982495307922
S-0058,IoT Cybersecurity Testing and Certification Program,0.7346159815788269
S-0157,NLP-powered Chatbot by Xiaomi,0.7346017360687256
S-0101,​LANDRAY Office Automation (OA) system solutions,0.733600378036499
S-0113,Video Analytics Solution,0.73310387134552
S-0144,ZIroh Labs - Advanced Data Privacy and Encryption Technology,0.7324398756027222
S-0255,Authgear,0.7322633862495422
S-0172,Earthy,0.7314502596855164
S-0225,DocAnalyzer - Document Review Solution,0.7307532429695129
S-0124,Enterprise Intelligent Assistant,0.7295477390289307
S-0082,A.I. Contact Center and User Engagement Solution,0.7295390963554382
S-0059,EMF Workplaces Evaluation Program,0.7294743061065674
S-0224,OceanX Workflow,0.7286143898963928
S-0109,Face Recognition Door Access System,0.7284836173057556
S-0104,Litbulb Technologies,0.7278745770454407
S-0215,Self Check-in system for self-quarantined personal,0.7277183532714844
S-0116,Smart Parking Solution,0.7275475263595581
S-0010,Precise Facility Crowd Analysis,0.7268586158752441
S-0106,"Smart bin trash collection solution, especially remote area",0.7260682582855225
S-0231,AI Information push service management system,0.7259337306022644
S-0013,Public Event Tracking and Early Warning Analysis System,0.7248813509941101
S-0189,COVID19 Community Prevention Software System,0.7246825098991394
S-0093,DataOS System,0.7244739532470703
S-0156,Neo,0.7241973280906677
S-0271,Server Data Analysis Service (User & Data),0.7237578630447388
S-0222,Agorize Innovation Sourcing Platform,0.7230715751647949
S-0190,Una Interactive Training Platform,0.7226540446281433
S-0133,PANGA - Data Infrastructure Edge Computing for Smart Cities,0.7220810055732727
S-0146,Promon Shield - Application Protection and Security for IoT & Connected Devices,0.7218268513679504
S-0075,Altai SuperWiFi Solution,0.721528172492981
S-0235,Pixel Eye Safety Helmets Detection,0.7214146256446838
S-0074,AI Chiller Plant – Smart Chiller Plant Optimization using Artificial Intelligence,0.7213969826698303
S-0016,Cyclops -- Smart City & unmanned store solution,0.7211087346076965
S-0137,Splunk,0.7209221720695496
S-0097,Smart Home e-Health Monitoring and Care System,0.7179529070854187
S-0223,OceanX Share,0.7178857922554016
S-0115,All-in-one event management software,0.7175619006156921
S-0050,Deloitte ASSIST,0.7168852090835571
S-0063,UHD Multi-Channel Video Live Broadcast,0.7160078287124634
S-0078,Finger Vein PBI (Public Biometric Infrastructure) Platform for Smart City ID Authentication,0.7153378129005432
