Reference Code,Solution Name (Eng),Cosine-Similarity
S-0131,ISS Project Management System,0.9043614864349365
S-0283,All-in-one Mobile Productivity Platform,0.8948729038238525
S-0261,DragOnce Platform,0.8940969109535217
S-0003,GeoSpatial Cloud,0.8919301629066467
S-0089,Smart Infrastructure Projects Planning and Execution,0.8913635015487671
S-0152,Datax,0.8900821805000305
S-0038,Hybrid Reality Platform,0.8890267610549927
S-0112,Pyxis - The Internet of Things(IoT) Solution for Construction 2.0 and Beyond,0.8871553540229797
S-0197,WCL Robotic Process Automation Solution,0.8858321309089661
S-0195,SuperAcc Document Intelligence,0.8848270773887634
S-0087,Smart Citizen and Employee Self-Services,0.8828925490379333
S-0121,Chatbot Solution and NLP applications from ZhuiYi Technology,0.8827523589134216
S-0021,ReportNOW,0.8810670375823975
S-0203,Government payment scheme online application and data processing,0.880964457988739
S-0256,AIOps (Artificial Intelligence for IT Operations) Solution,0.8795801401138306
S-0266,Site Audit and Inspection Recording System,0.8784266710281372
S-0252,Critical Event Management,0.8781926035881042
S-0096,Clare.AI Asian Language Chatbot Solutions,0.8780259490013123
S-0103,SP-RFID Smart Asset Management System,0.8773415684700012
S-0243,LiDAR Road Monitoring Solutions based on Deep Learning Technology,0.8765572309494019
S-0095,Create Efficient and Simplify Business Processes Using NFC,0.8745865821838379
S-0118,Alteryx,0.8735765814781189
S-0105,Blockchain solution,0.8729422688484192
S-0134,Smart Building - Energy Management and Optimization Solutions,0.8723400235176086
S-0071,All-in-one Data Center - iDCmini System,0.8721756935119629
S-0288,Mixed language Chatbot system with AI and voice functions,0.8719438910484314
S-0230,STEMHUB Education Platform,0.871604859828949
S-0049,Blockchain Solution,0.8707371950149536
S-0265,Business Process Management Platform,0.8696315884590149
S-0085,SAP Geospatial Asset Management,0.8694077730178833
S-0259,Software Robotic Solution - iBot,0.868603527545929
S-0122,"Smart City Solution - IoT, AI, Data Analytics Platform, Control",0.8684584498405457
S-0260,Mobile platform with handheld devices for on-site inspection and remote work duties,0.8671509623527527
S-0249,Robotic Process Automation with A.I. Data Capturing Capability,0.8652374148368835
S-0072,Digital Twin of the City (or Town),0.8646734356880188
S-0065,Smart Mobility,0.8643090128898621
S-0057,Artificial Intelligence Security Surveillance Protection  (AISSP),0.8635256886482239
S-0239,InterOps Accelerator,0.8633067607879639
S-0282,Chatbot Solution - ccRobot,0.8629170060157776
S-0055,Smart City Electric Vehicle (EV) Charging Infrastructure Solution,0.8624377846717834
S-0093,DataOS System,0.8615588545799255
S-0296,BLOK Pass App for Travel Bubble,0.8611401319503784
S-0153,Dynatrace,0.8601210117340088
S-0228,eClass Corporate Learning Management System (LMS),0.8596327900886536
S-0043,fieldConnect,0.8589999079704285
S-0031,PowerArena - Smart City Operations Platform,0.8588542342185974
S-0080,OceanX Cloud-based Enterprise Content Management (ECM),0.8586374521255493
S-0002,DataCube Data Intelligent Automation Solution,0.8586167693138123
S-0211,Customised Mobile Application solution,0.8580759167671204
S-0058,IoT Cybersecurity Testing and Certification Program,0.857595682144165
S-0264,Smart Parking with Video Analytics,0.8575851321220398
S-0102,Miovision's Portable Solution for Traffic Data Collection,0.8575703501701355
S-0029,"Field Services Management System using IoT, GIS and Mobile Technologies",0.8574821352958679
S-0097,Smart Home e-Health Monitoring and Care System,0.857054591178894
S-0100,Super Massive 3D Model Data Expert,0.8562870621681213
S-0082,A.I. Contact Center and User Engagement Solution,0.8540740013122559
S-0037,4D Immersive CAVE,0.8534424901008606
S-0279,RoomQ virtual waiting room for massive traffic,0.8529559373855591
S-0088,Public vehicle real-time arrival forecast system and real-time seat detection system,0.8527235388755798
S-0157,NLP-powered Chatbot by Xiaomi,0.8520001769065857
S-0191,NoQ E Form registration and quota distribution for massive traffic,0.8519061207771301
S-0194,UWB Beacon RTLS Solution,0.8516762852668762
S-0214,ACX Visitor Management System,0.850130558013916
S-0006,Centimeter level precision GNSS positioning Android tablet/smartphone,0.8492063879966736
S-0066,Smart Water Management,0.8475580215454102
S-0094,Digital Transformation with Low code development platform,0.8470895886421204
S-0186,Technology of independent intellectual property identity authentication and tracking of close contacts of patients to assist in epidemic prevention and control and return to work,0.8469561338424683
S-0247,Seclore Digital Rights Management,0.8466551899909973
S-0101,​LANDRAY Office Automation (OA) system solutions,0.8465994000434875
S-0183,An Intelligent Solution for Automatic Processing and Chasing of Documents,0.8458456993103027
S-0092,Enable the wireless connectivity for IoT devices,0.8456488847732544
S-0262,Mobile application development,0.8456246852874756
S-0060,FROM Network Audit Programs,0.8447311520576477
S-0090,Smart Employee Learning Management,0.8442874550819397
S-0075,Altai SuperWiFi Solution,0.8436422944068909
S-0045,SAP Big Data Solution,0.8423671126365662
S-0216,BMC Helix Service & Operations Management,0.8423359394073486
S-0046,SAP Digital Boardroom,0.8409392237663269
S-0209,Control-M (BMC Software),0.840881884098053
S-0028,ShipAny - First Smart Logistics Gateway for HK Domestic Logistics Service,0.8406649231910706
S-0289,Life Planning & Blockchain,0.8403174877166748
S-0244,ServiceNow - ITSM solution,0.8390543460845947
S-0048,AI-based Application,0.8390224575996399
S-0125,"BIM, BMS and IoT Integration",0.838524580001831
S-0181,Artificial Intelligence Camera Solutions,0.8382784724235535
S-0083,Smart Pharma Packaging,0.837923526763916
S-0232,"""Smart"" Car Park Management System",0.8378466963768005
S-0250,UiPath Automation Platform,0.837506115436554
S-0217,nCloud Fault-Tolerant Geo-distributed Hyperconverged Infrastructure (HCI),0.8372371196746826
S-0030,IoT Building Access Control System,0.8370217680931091
S-0222,Agorize Innovation Sourcing Platform,0.8361711502075195
S-0059,EMF Workplaces Evaluation Program,0.8355802893638611
S-0221,AI and IT enhanced learning platform,0.8351683616638184
S-0240,Multilingual Voice Assistant,0.8347269296646118
S-0219,"VR Virtual Store, Training & Education System",0.8341089487075806
S-0220,3D Spatial Intelligence Platform for flow and traffic managements,0.8340753316879272
S-0154,Cisco Stealthwatch Encrypted Traffic Analytics,0.833946704864502
S-0084,NFC Product Authentication,0.8330274224281311
S-0224,OceanX Workflow,0.83228600025177
S-0254,FormExtractor,0.8322728872299194
