Reference Code,Solution Name (Eng),Cosine Similarity
S-0049,Blockchain Solution,0.6534802317619324
S-0054,TicketME Blockchain Ticketing Platform,0.5929771065711975
S-0156,Neo,0.5815749168395996
S-0171,Augmented Reality (AR) model,0.5757596492767334
S-0058,IoT Cybersecurity Testing and Certification Program,0.5646296143531799
S-0155,Stella Enterprise Chatbot Builder,0.5560054779052734
S-0127,Event Management technology,0.5537246465682983
S-0251,Self Service Bike Rental Solution,0.5515532493591309
S-0165,Health Monitoring System,0.5444000363349915
S-0207,Pandemic Management System,0.5347028970718384
S-0300,Smart Guiding Robot,0.5306081175804138
S-0027,Big Data Enabler Service (project based),0.5267144441604614
S-0225,DocAnalyzer - Document Review Solution,0.5264425277709961
S-0289,Life Planning & Blockchain,0.5167094469070435
S-0282,Chatbot Solution - ccRobot,0.5141976475715637
S-0059,EMF Workplaces Evaluation Program,0.5037069916725159
S-0107,POARD Your Presentation Stage,0.5036011934280396
S-0172,Earthy,0.5031212568283081
S-0179,"""TeleVoice""  AI Robot Solution for DHS (Demographic and Health Surveys)",0.5005096793174744
S-0216,BMC Helix Service & Operations Management,0.49998122453689575
S-0123,Complete Encryption with HSM,0.4998229146003723
S-0038,Hybrid Reality Platform,0.4970034658908844
S-0044,AI Escalator Safety Monitoring System,0.49379608035087585
S-0256,AIOps (Artificial Intelligence for IT Operations) Solution,0.4921427369117737
S-0231,AI Information push service management system,0.4921192526817322
S-0078,Finger Vein PBI (Public Biometric Infrastructure) Platform for Smart City ID Authentication,0.4904025197029114
S-0126,Self Service Business Intelligence,0.4883694350719452
S-0242,Queue-it -  Virtual Waiting Room,0.4882346987724304
S-0072,Digital Twin of the City (or Town),0.4880734086036682
S-0093,DataOS System,0.4875977039337158
S-0119,Ziizau - Optimization of route design,0.48643994331359863
S-0249,Robotic Process Automation with A.I. Data Capturing Capability,0.4857501685619354
S-0196,Personnel and Asset positioning management system,0.48570770025253296
S-0153,Dynatrace,0.48377174139022827
S-0224,OceanX Workflow,0.48356717824935913
S-0043,fieldConnect,0.4809952974319458
S-0143,Cyberbit,0.4808362126350403
S-0175,Thermal Imaging Body Temperature Measurement Solution,0.480024516582489
S-0112,Pyxis - The Internet of Things(IoT) Solution for Construction 2.0 and Beyond,0.4787696897983551
S-0079,"1/ AccuID, 2/ Pedestrian Analytics, 3/ Vehicle Analytics",0.47780758142471313
S-0228,eClass Corporate Learning Management System (LMS),0.47646135091781616
S-0292,Telepresence and Video Conferencing Solution,0.47611498832702637
S-0180,AR/ VR/ Interactive Design & Development,0.4741942882537842
S-0186,Technology of independent intellectual property identity authentication and tracking of close contacts of patients to assist in epidemic prevention and control and return to work,0.47412610054016113
S-0134,Smart Building - Energy Management and Optimization Solutions,0.4737171232700348
S-0194,UWB Beacon RTLS Solution,0.4734397530555725
S-0232,"""Smart"" Car Park Management System",0.4733486771583557
S-0202,One card e-payment solution for GBA(Guangdong-hong kong-Macao Greater Bay area),0.47225621342658997
S-0222,Agorize Innovation Sourcing Platform,0.47128379344940186
S-0261,DragOnce Platform,0.4708976149559021
S-0083,Smart Pharma Packaging,0.4705318212509155
S-0045,SAP Big Data Solution,0.47030043601989746
S-0060,FROM Network Audit Programs,0.46832823753356934
S-0013,Public Event Tracking and Early Warning Analysis System,0.4671803116798401
S-0002,DataCube Data Intelligent Automation Solution,0.46637341380119324
S-0214,ACX Visitor Management System,0.46575862169265747
S-0129,Automatic ID/Travel Document Recognition and Validation - OCR Solution,0.4650431275367737
S-0185,Human body temperature recognition real-time measurement linkage system,0.46483173966407776
S-0255,Authgear,0.4647810161113739
S-0254,FormExtractor,0.4647677540779114
S-0197,WCL Robotic Process Automation Solution,0.4635741710662842
S-0205,Centrak Quarantine Management Solution,0.46342360973358154
S-0074,AI Chiller Plant – Smart Chiller Plant Optimization using Artificial Intelligence,0.45894673466682434
S-0116,Smart Parking Solution,0.4586712121963501
S-0288,Mixed language Chatbot system with AI and voice functions,0.45813101530075073
S-0287,Siemens Mobility (e-)bike sharing powered by AI,0.4574313461780548
S-0163,Ai-Knowie,0.45730677247047424
S-0157,NLP-powered Chatbot by Xiaomi,0.45705646276474
S-0128,Iris by HKT - From Surveillance to Intelligence,0.45675191283226013
S-0111,Smart car park solution,0.4566749334335327
S-0003,GeoSpatial Cloud,0.45601534843444824
S-0296,BLOK Pass App for Travel Bubble,0.45578229427337646
S-0032,AI+IAQ Proptech: Zonal object counting by skeleton & form recognition integrated with indoor environmental control and room utilization management,0.4549976885318756
S-0162,Automate the verification of electronic documents,0.4544128477573395
S-0132,Mobility Mesh Wi-Fi Application for Smart City,0.45365893840789795
S-0280,Digital parking solutions for enterprise (Include online pre booking and payment settle),0.45251357555389404
S-0230,STEMHUB Education Platform,0.45086270570755005
S-0208,Indoor Map and Positioning for Smart City,0.4498719573020935
S-0169,Robotic Assistant,0.4494081437587738
S-0092,Enable the wireless connectivity for IoT devices,0.44933366775512695
S-0260,Mobile platform with handheld devices for on-site inspection and remote work duties,0.4483109712600708
S-0008,Shape Security - Shape Enterprise Defense,0.4481264352798462
S-0217,nCloud Fault-Tolerant Geo-distributed Hyperconverged Infrastructure (HCI),0.44737759232521057
S-0099,NB IoT Sensor Solution,0.4470979571342468
S-0248,OFS Website Tracking System,0.4469563961029053
S-0090,Smart Employee Learning Management,0.4463156461715698
S-0120,Raspect-ACE,0.44517409801483154
S-0031,PowerArena - Smart City Operations Platform,0.44430819153785706
S-0096,Clare.AI Asian Language Chatbot Solutions,0.4442582130432129
S-0263,SafeGuard Series,0.44406554102897644
S-0105,Blockchain solution,0.4427207410335541
S-0048,AI-based Application,0.4417739510536194
S-0152,Datax,0.44112473726272583
