Reference Code,Solution Name (Eng),Cosine Similarity
S-0044,AI Escalator Safety Monitoring System,0.674395
S-0233,Area monitoring solution using 3D camera with privacy-preserving,0.64543194
S-0097,Smart Home e-Health Monitoring and Care System,0.62477547
S-0101,​LANDRAY Office Automation (OA) system solutions,0.6116495
S-0079,"1/ AccuID, 2/ Pedestrian Analytics, 3/ Vehicle Analytics",0.60800225
S-0281,"Smart 5G Integrated Multi-Operator Active Distributed Antenna Solution for Malls, Venues and Stadiums",0.6028163
S-0275,SMore-OCR,0.59979594
S-0150,A.I. Facial Recognition Application for Event Photo Delivery,0.5922279
S-0027,Big Data Enabler Service (project based),0.5892254
S-0296,BLOK Pass App for Travel Bubble,0.5891181
S-0220,3D Spatial Intelligence Platform for flow and traffic managements,0.5877256
S-0228,eClass Corporate Learning Management System (LMS),0.5860018
S-0095,Create Efficient and Simplify Business Processes Using NFC,0.5779557
S-0187,Provide an implementation plan for the Hongkong Financial Secretary's policy of granting HK $10 thousand to permanent residents aged 18 or above.,0.5778575
S-0221,AI and IT enhanced learning platform,0.57560056
S-0199,V-Key Mobile App Protection,0.5742569
S-0022,A smart lamp pole system with AI-enabled security system,0.57378405
S-0076,NEC InfoCage FileShell,0.5730079
S-0108,SparkXIO Smart Car Park Management System,0.57266295
S-0142,NetMotion Mobility,0.5690542
S-0124,Enterprise Intelligent Assistant,0.56883144
S-0158,Switchable Glass / Film,0.56661934
S-0256,AIOps (Artificial Intelligence for IT Operations) Solution,0.5644788
S-0230,STEMHUB Education Platform,0.56171024
S-0299,Office Delivery Robot,0.561391
S-0063,UHD Multi-Channel Video Live Broadcast,0.5593743
S-0175,Thermal Imaging Body Temperature Measurement Solution,0.55904114
S-0263,SafeGuard Series,0.5588715
S-0012,"Monitoring and Early Warning System for Holding Concentration, Insider Trading, Short-selling and Stock Price Manipulation",0.5588535
S-0050,Deloitte ASSIST,0.55869794
S-0122,"Smart City Solution - IoT, AI, Data Analytics Platform, Control",0.55812067
S-0082,A.I. Contact Center and User Engagement Solution,0.5569093
S-0028,ShipAny - First Smart Logistics Gateway for HK Domestic Logistics Service,0.55510527
S-0024,Automated Refuse Collection System with 1 chute for multi fractions,0.5535642
S-0280,Digital parking solutions for enterprise (Include online pre booking and payment settle),0.5531768
S-0083,Smart Pharma Packaging,0.5522369
S-0141,HubSecurity,0.55193114
S-0154,Cisco Stealthwatch Encrypted Traffic Analytics,0.55158967
S-0223,OceanX Share,0.5513927
S-0031,PowerArena - Smart City Operations Platform,0.55044514
S-0138,Radware DefensePro and AppWall,0.55029255
S-0242,Queue-it -  Virtual Waiting Room,0.55020595
S-0232,"""Smart"" Car Park Management System",0.5497934
S-0266,Site Audit and Inspection Recording System,0.5480191
S-0008,Shape Security - Shape Enterprise Defense,0.5472709
S-0112,Pyxis - The Internet of Things(IoT) Solution for Construction 2.0 and Beyond,0.54592294
S-0119,Ziizau - Optimization of route design,0.5451505
S-0066,Smart Water Management,0.54458636
S-0089,Smart Infrastructure Projects Planning and Execution,0.5428895
S-0021,ReportNOW,0.5428189
S-0009,Precise And Responsive Indoor Location Tracking,0.5421281
S-0186,Technology of independent intellectual property identity authentication and tracking of close contacts of patients to assist in epidemic prevention and control and return to work,0.5421107
S-0208,Indoor Map and Positioning for Smart City,0.54065
S-0036,Intelligent Traffic Monitoring,0.53945273
S-0085,SAP Geospatial Asset Management,0.5394152
S-0273,Talos,0.5386462
S-0241,Intelligent Data Platform,0.5382845
S-0217,nCloud Fault-Tolerant Geo-distributed Hyperconverged Infrastructure (HCI),0.537778
S-0148,Zscaler,0.5364731
S-0004,Euclideon Vault - Smart City IOT 3D visualization,0.53499305
S-0194,UWB Beacon RTLS Solution,0.5348847
S-0111,Smart car park solution,0.5343405
S-0197,WCL Robotic Process Automation Solution,0.5322274
S-0029,"Field Services Management System using IoT, GIS and Mobile Technologies",0.53162116
S-0174,VR Training & Education System,0.5313243
S-0057,Artificial Intelligence Security Surveillance Protection  (AISSP),0.531019
