Reference Code,Solution Name (Eng),Cosine Similarity
S-0280,Digital parking solutions for enterprise (Include online pre booking and payment settle),0.77160215
S-0241,Intelligent Data Platform,0.7630888
S-0044,AI Escalator Safety Monitoring System,0.76246697
S-0299,Office Delivery Robot,0.7559406
S-0097,Smart Home e-Health Monitoring and Care System,0.7512643
S-0138,Radware DefensePro and AppWall,0.74590963
S-0254,FormExtractor,0.7350914
S-0174,VR Training & Education System,0.73375136
S-0009,Precise And Responsive Indoor Location Tracking,0.7330187
S-0233,Area monitoring solution using 3D camera with privacy-preserving,0.7302098
S-0153,Dynatrace,0.7279813
S-0142,NetMotion Mobility,0.71692
S-0228,eClass Corporate Learning Management System (LMS),0.7153
S-0075,Altai SuperWiFi Solution,0.7062641
S-0036,Intelligent Traffic Monitoring,0.705419
S-0281,"Smart 5G Integrated Multi-Operator Active Distributed Antenna Solution for Malls, Venues and Stadiums",0.69952625
S-0021,ReportNOW,0.69859016
S-0050,Deloitte ASSIST,0.69806725
S-0261,DragOnce Platform,0.6968571
S-0186,Technology of independent intellectual property identity authentication and tracking of close contacts of patients to assist in epidemic prevention and control and return to work,0.6925898
S-0102,Miovision's Portable Solution for Traffic Data Collection,0.69064915
S-0220,3D Spatial Intelligence Platform for flow and traffic managements,0.68957597
S-0085,SAP Geospatial Asset Management,0.6891706
S-0130,OpenLegacy API factory,0.68916965
S-0122,"Smart City Solution - IoT, AI, Data Analytics Platform, Control",0.6889098
S-0292,Telepresence and Video Conferencing Solution,0.6883003
S-0247,Seclore Digital Rights Management,0.68573606
S-0255,Authgear,0.68316305
S-0092,Enable the wireless connectivity for IoT devices,0.6807383
S-0076,NEC InfoCage FileShell,0.6801777
S-0057,Artificial Intelligence Security Surveillance Protection  (AISSP),0.6790453
S-0296,BLOK Pass App for Travel Bubble,0.67894477
S-0225,DocAnalyzer - Document Review Solution,0.67719877
S-0144,ZIroh Labs - Advanced Data Privacy and Encryption Technology,0.6762707
S-0166,IXIA BREAKINGPOINT,0.6760396
S-0208,Indoor Map and Positioning for Smart City,0.6759873
S-0003,GeoSpatial Cloud,0.67492884
S-0008,Shape Security - Shape Enterprise Defense,0.67462915
S-0043,fieldConnect,0.67458045
S-0194,UWB Beacon RTLS Solution,0.67406315
S-0273,Talos,0.67402446
S-0101,​LANDRAY Office Automation (OA) system solutions,0.673442
S-0173,Go VR Immersive - Hololens 2 Mixed Reality Solution,0.67307585
S-0199,V-Key Mobile App Protection,0.67263323
S-0256,AIOps (Artificial Intelligence for IT Operations) Solution,0.6706675
S-0224,OceanX Workflow,0.66544193
S-0140,Drivelock,0.6649731
S-0015,3D Face Re-identification,0.66394335
S-0282,Chatbot Solution - ccRobot,0.6638911
S-0022,A smart lamp pole system with AI-enabled security system,0.6620525
S-0074,AI Chiller Plant – Smart Chiller Plant Optimization using Artificial Intelligence,0.66100633
S-0019,Personalized Education System,0.6609462
S-0033,ATAL’s Cloud-based Chiller Plant Energy Management Platform (EM-Platform),0.66054964
S-0182,AppProtect+ (RASP) / YESsafe Zero Login (OTP) / AccessMatrix Universal Sign-On (SSO),0.66039664
S-0222,Agorize Innovation Sourcing Platform,0.65887785
S-0263,SafeGuard Series,0.6567342
S-0046,SAP Digital Boardroom,0.6540826
S-0243,LiDAR Road Monitoring Solutions based on Deep Learning Technology,0.6529077
S-0119,Ziizau - Optimization of route design,0.6527471
S-0148,Zscaler,0.6504536
S-0178,Motor Insurance DLT Authentication System - MIDAS,0.6488522
S-0158,Switchable Glass / Film,0.64855945
S-0322,NB-IoT / LoRa Dual-detection Smart Parking Sensing Technology,0.6465022
S-0167,IXIA ThreatARMOR,0.6458922
S-0217,nCloud Fault-Tolerant Geo-distributed Hyperconverged Infrastructure (HCI),0.64474034
S-0035,Document Delivery By Unmanned Vehicle,0.644508
S-0214,ACX Visitor Management System,0.64430165
S-0054,TicketME Blockchain Ticketing Platform,0.6421071
S-0028,ShipAny - First Smart Logistics Gateway for HK Domestic Logistics Service,0.6420093
S-0027,Big Data Enabler Service (project based),0.63975155
S-0245,Locobike：Automatic Bicycle Rental System,0.63931024
S-0012,"Monitoring and Early Warning System for Holding Concentration, Insider Trading, Short-selling and Stock Price Manipulation",0.6392919
S-0141,HubSecurity,0.6375022
S-0080,OceanX Cloud-based Enterprise Content Management (ECM),0.6353856
S-0124,Enterprise Intelligent Assistant,0.6343924
S-0063,UHD Multi-Channel Video Live Broadcast,0.6343414
S-0078,Finger Vein PBI (Public Biometric Infrastructure) Platform for Smart City ID Authentication,0.63431466
S-0175,Thermal Imaging Body Temperature Measurement Solution,0.6343012
