Reference Code,Solution Name (Eng),Cosine Similarity
S-0202,One card e-payment solution for GBA(Guangdong-hong kong-Macao Greater Bay area),0.5373349
S-0084,NFC Product Authentication,0.5355737
S-0230,STEMHUB Education Platform,0.53494036
S-0217,nCloud Fault-Tolerant Geo-distributed Hyperconverged Infrastructure (HCI),0.5346334
S-0072,Digital Twin of the City (or Town),0.53428334
S-0060,FROM Network Audit Programs,0.53373414
S-0271,Server Data Analysis Service (User & Data),0.5336004
S-0065,Smart Mobility,0.5332254
S-0222,Agorize Innovation Sourcing Platform,0.5328404
S-0044,AI Escalator Safety Monitoring System,0.5325881
S-0100,Super Massive 3D Model Data Expert,0.53254867
S-0154,Cisco Stealthwatch Encrypted Traffic Analytics,0.53233767
S-0027,Big Data Enabler Service (project based),0.5319774
S-0178,Motor Insurance DLT Authentication System - MIDAS,0.53188723
S-0012,"Monitoring and Early Warning System for Holding Concentration, Insider Trading, Short-selling and Stock Price Manipulation",0.5318234
S-0197,WCL Robotic Process Automation Solution,0.5317796
S-0043,fieldConnect,0.5317132
S-0082,A.I. Contact Center and User Engagement Solution,0.53159255
S-0119,Ziizau - Optimization of route design,0.5315397
S-0266,Site Audit and Inspection Recording System,0.5315377
S-0182,AppProtect+ (RASP) / YESsafe Zero Login (OTP) / AccessMatrix Universal Sign-On (SSO),0.5315173
S-0215,Self Check-in system for self-quarantined personal,0.53144413
S-0118,Alteryx,0.53140634
S-0047,Smart Taxpayer Services with Machine Learning,0.5313953
S-0183,An Intelligent Solution for Automatic Processing and Chasing of Documents,0.5312892
S-0089,Smart Infrastructure Projects Planning and Execution,0.53126323
S-0135,ISS Analytics Services,0.5311953
S-0243,LiDAR Road Monitoring Solutions based on Deep Learning Technology,0.53119475
S-0051,Insight Driven Organization (IDO),0.5311146
S-0056,Advanced Contextual Analytic Solution for public enquiries,0.5309804
S-0227,Intelligent liquid crystal dimming film,0.53090626
S-0103,SP-RFID Smart Asset Management System,0.53085184
S-0011,Precise Outdoor Crowd Analysis,0.530801
S-0041,A.I. and speech solutions by Nexify and iFLYTEK,0.53072363
S-0063,UHD Multi-Channel Video Live Broadcast,0.5306909
S-0003,GeoSpatial Cloud,0.5306896
S-0055,Smart City Electric Vehicle (EV) Charging Infrastructure Solution,0.5306836
S-0224,OceanX Workflow,0.5306484
S-0221,AI and IT enhanced learning platform,0.5306319
S-0164,Relate App,0.5304123
S-0136,Document Authentication,0.530401
S-0263,SafeGuard Series,0.5303364
S-0057,Artificial Intelligence Security Surveillance Protection  (AISSP),0.5303236
S-0013,Public Event Tracking and Early Warning Analysis System,0.5302536
S-0123,Complete Encryption with HSM,0.5301848
S-0058,IoT Cybersecurity Testing and Certification Program,0.5301765
S-0187,Provide an implementation plan for the Hongkong Financial Secretary's policy of granting HK $10 thousand to permanent residents aged 18 or above.,0.5301693
S-0113,Video Analytics Solution,0.5301515
S-0273,Talos,0.53013396
S-0045,SAP Big Data Solution,0.5301329
S-0162,Automate the verification of electronic documents,0.5301025
S-0256,AIOps (Artificial Intelligence for IT Operations) Solution,0.5299376
S-0137,Splunk,0.5299132
S-0054,TicketME Blockchain Ticketing Platform,0.52991086
S-0048,AI-based Application,0.5298982
S-0171,Augmented Reality (AR) model,0.529886
S-0191,NoQ E Form registration and quota distribution for massive traffic,0.5298694
S-0029,"Field Services Management System using IoT, GIS and Mobile Technologies",0.52976906
S-0036,Intelligent Traffic Monitoring,0.52972955
S-0239,InterOps Accelerator,0.5297184
S-0153,Dynatrace,0.5297014
S-0093,DataOS System,0.5296695
S-0249,Robotic Process Automation with A.I. Data Capturing Capability,0.5296426
S-0059,EMF Workplaces Evaluation Program,0.52949935
S-0188,Data Vaccinator,0.5294857
S-0218,Chief,0.52943075
S-0049,Blockchain Solution,0.5294223
S-0180,AR/ VR/ Interactive Design & Development,0.5293916
S-0020,Machines Predictive Maintenance,0.5293405
S-0105,Blockchain solution,0.5292071
S-0022,A smart lamp pole system with AI-enabled security system,0.52919346
S-0037,4D Immersive CAVE,0.5291932
S-0255,Authgear,0.52919084
S-0207,Pandemic Management System,0.52914184
S-0030,IoT Building Access Control System,0.52914137
S-0122,"Smart City Solution - IoT, AI, Data Analytics Platform, Control",0.5290801
S-0172,Earthy,0.5290512
S-0134,Smart Building - Energy Management and Optimization Solutions,0.5290129
S-0169,Robotic Assistant,0.52901286
S-0158,Switchable Glass / Film,0.5290128
S-0031,PowerArena - Smart City Operations Platform,0.52898955
S-0078,Finger Vein PBI (Public Biometric Infrastructure) Platform for Smart City ID Authentication,0.5289722
S-0106,"Smart bin trash collection solution, especially remote area",0.52896696
S-0262,Mobile application development,0.5289532
S-0002,DataCube Data Intelligent Automation Solution,0.5289496
S-0296,BLOK Pass App for Travel Bubble,0.5289204
S-0083,Smart Pharma Packaging,0.52885044
S-0090,Smart Employee Learning Management,0.52883863
S-0148,Zscaler,0.5287538
S-0241,Intelligent Data Platform,0.52867407
S-0234,Pixel Eye Vision-Based Fall Detection,0.52866375
S-0138,Radware DefensePro and AppWall,0.528654
S-0265,Business Process Management Platform,0.52865124
S-0275,SMore-OCR,0.52864385
S-0014,2D Face Re-identification,0.5286138
S-0244,ServiceNow - ITSM solution,0.5285964
S-0007,Smart Life,0.52858937
S-0246,Remo Video Conferencing,0.52857625
S-0209,Control-M (BMC Software),0.5285556
S-0015,3D Face Re-identification,0.52854323
S-0131,ISS Project Management System,0.5285404
S-0223,OceanX Share,0.5284913
S-0016,Cyclops -- Smart City & unmanned store solution,0.52848125
S-0035,Document Delivery By Unmanned Vehicle,0.52847177
S-0286,IoT Sensors and Automatic Monitoring System (AMS),0.52845514
S-0142,NetMotion Mobility,0.52845395
S-0071,All-in-one Data Center - iDCmini System,0.52844167
S-0189,COVID19 Community Prevention Software System,0.5284261
S-0205,Centrak Quarantine Management Solution,0.5284188
S-0052,OpenCloud CMP,0.5283353
S-0125,"BIM, BMS and IoT Integration",0.52829736
S-0195,SuperAcc Document Intelligence,0.5282841
S-0066,Smart Water Management,0.52821934
S-0225,DocAnalyzer - Document Review Solution,0.528209
S-0124,Enterprise Intelligent Assistant,0.5281949
S-0092,Enable the wireless connectivity for IoT devices,0.52819324
S-0193,Dahua Body Temp Measurement Solution,0.52816105
S-0094,Digital Transformation with Low code development platform,0.52814746
S-0161,LiDAR and Optical Sensing applications for Smart City,0.52814204
S-0079,"1/ AccuID, 2/ Pedestrian Analytics, 3/ Vehicle Analytics",0.5279964
S-0156,Neo,0.5279487
S-0210,AI Cloud for Smart Construction,0.5279444
S-0203,Government payment scheme online application and data processing,0.52793473
S-0024,Automated Refuse Collection System with 1 chute for multi fractions,0.52792335
S-0231,AI Information push service management system,0.5278838
S-0167,IXIA ThreatARMOR,0.5278823
S-0279,RoomQ virtual waiting room for massive traffic,0.5278792
S-0213,Radar-based smart motion and position tracking system,0.5278785
S-0250,UiPath Automation Platform,0.5278334
S-0087,Smart Citizen and Employee Self-Services,0.5278099
S-0186,Technology of independent intellectual property identity authentication and tracking of close contacts of patients to assist in epidemic prevention and control and return to work,0.52779925
S-0174,VR Training & Education System,0.52777696
S-0261,DragOnce Platform,0.5277271
S-0101,​LANDRAY Office Automation (OA) system solutions,0.5277021
