Reference Code,Solution Name (Eng),Cosine-Similarity
S-0179,"""TeleVoice""  AI Robot Solution for DHS (Demographic and Health Surveys)",0.8336890339851379
S-0203,Government payment scheme online application and data processing,0.8299515843391418
S-0118,Alteryx,0.827193021774292
S-0195,SuperAcc Document Intelligence,0.8257796168327332
S-0266,Site Audit and Inspection Recording System,0.8245076537132263
S-0105,Blockchain solution,0.8228785991668701
S-0056,Advanced Contextual Analytic Solution for public enquiries,0.8213045001029968
S-0197,WCL Robotic Process Automation Solution,0.8187363147735596
S-0082,A.I. Contact Center and User Engagement Solution,0.8118177056312561
S-0003,GeoSpatial Cloud,0.8081765174865723
S-0129,Automatic ID/Travel Document Recognition and Validation - OCR Solution,0.8023728132247925
S-0049,Blockchain Solution,0.8010011911392212
S-0275,SMore-OCR,0.7989862561225891
S-0183,An Intelligent Solution for Automatic Processing and Chasing of Documents,0.7978217005729675
S-0252,Critical Event Management,0.7972621917724609
S-0240,Multilingual Voice Assistant,0.7971189022064209
S-0162,Automate the verification of electronic documents,0.7967215776443481
S-0152,Datax,0.7944867610931396
S-0102,Miovision's Portable Solution for Traffic Data Collection,0.7941217422485352
S-0259,Software Robotic Solution - iBot,0.7915318012237549
S-0230,STEMHUB Education Platform,0.7912507057189941
S-0021,ReportNOW,0.7897864580154419
S-0112,Pyxis - The Internet of Things(IoT) Solution for Construction 2.0 and Beyond,0.7894948124885559
S-0196,Personnel and Asset positioning management system,0.789449155330658
S-0283,All-in-one Mobile Productivity Platform,0.7877209782600403
S-0163,Ai-Knowie,0.7869948148727417
S-0261,DragOnce Platform,0.7859627604484558
S-0121,Chatbot Solution and NLP applications from ZhuiYi Technology,0.7846043109893799
S-0013,Public Event Tracking and Early Warning Analysis System,0.7832760810852051
S-0153,Dynatrace,0.7831099033355713
S-0296,BLOK Pass App for Travel Bubble,0.780975878238678
S-0224,OceanX Workflow,0.7800281047821045
S-0191,NoQ E Form registration and quota distribution for massive traffic,0.7795541882514954
S-0256,AIOps (Artificial Intelligence for IT Operations) Solution,0.7785324454307556
S-0247,Seclore Digital Rights Management,0.777810275554657
S-0087,Smart Citizen and Employee Self-Services,0.7772045731544495
S-0131,ISS Project Management System,0.7765501737594604
S-0271,Server Data Analysis Service (User & Data),0.776416003704071
S-0223,OceanX Share,0.7755078673362732
S-0088,Public vehicle real-time arrival forecast system and real-time seat detection system,0.7753289937973022
S-0043,fieldConnect,0.7750998735427856
S-0039,iQ-Dwell Time Management System,0.7746478319168091
S-0273,Talos,0.7745577096939087
S-0048,AI-based Application,0.7739341855049133
S-0046,SAP Digital Boardroom,0.7735556960105896
S-0080,OceanX Cloud-based Enterprise Content Management (ECM),0.7727699875831604
S-0289,Life Planning & Blockchain,0.7725730538368225
S-0170,Nixplay Signage,0.7713629007339478
S-0095,Create Efficient and Simplify Business Processes Using NFC,0.7709329128265381
S-0001,PixelEye Object Detection,0.7703930139541626
S-0103,SP-RFID Smart Asset Management System,0.7702446579933167
S-0031,PowerArena - Smart City Operations Platform,0.7694566249847412
S-0236,Workflow automation solution,0.7684119939804077
S-0186,Technology of independent intellectual property identity authentication and tracking of close contacts of patients to assist in epidemic prevention and control and return to work,0.7675859332084656
S-0104,Litbulb Technologies,0.7666546106338501
S-0038,Hybrid Reality Platform,0.7656793594360352
S-0207,Pandemic Management System,0.765271008014679
S-0174,VR Training & Education System,0.7648428082466125
S-0072,Digital Twin of the City (or Town),0.764635443687439
S-0047,Smart Taxpayer Services with Machine Learning,0.762237012386322
S-0189,COVID19 Community Prevention Software System,0.7620143890380859
S-0288,Mixed language Chatbot system with AI and voice functions,0.7618016600608826
S-0169,Robotic Assistant,0.7616666555404663
S-0178,Motor Insurance DLT Authentication System - MIDAS,0.7603046894073486
S-0211,Customised Mobile Application solution,0.7581726312637329
S-0035,Document Delivery By Unmanned Vehicle,0.7581523060798645
S-0135,ISS Analytics Services,0.7575250267982483
S-0286,IoT Sensors and Automatic Monitoring System (AMS),0.7568953633308411
S-0254,FormExtractor,0.7568237781524658
S-0260,Mobile platform with handheld devices for on-site inspection and remote work duties,0.7564858794212341
S-0050,Deloitte ASSIST,0.7559875249862671
S-0019,Personalized Education System,0.7554769515991211
S-0176,Epidemic prevention and control management system,0.7553965449333191
S-0219,"VR Virtual Store, Training & Education System",0.7547242045402527
S-0239,InterOps Accelerator,0.7537180185317993
S-0187,Provide an implementation plan for the Hongkong Financial Secretary's policy of granting HK $10 thousand to permanent residents aged 18 or above.,0.7533960342407227
S-0155,Stella Enterprise Chatbot Builder,0.752306342124939
S-0282,Chatbot Solution - ccRobot,0.7521931529045105
S-0249,Robotic Process Automation with A.I. Data Capturing Capability,0.7517139911651611
S-0083,Smart Pharma Packaging,0.7499591112136841
S-0154,Cisco Stealthwatch Encrypted Traffic Analytics,0.749295711517334
S-0213,Radar-based smart motion and position tracking system,0.7490561604499817
S-0058,IoT Cybersecurity Testing and Certification Program,0.7487468719482422
S-0234,Pixel Eye Vision-Based Fall Detection,0.7486369609832764
S-0115,All-in-one event management software,0.7485228776931763
S-0002,DataCube Data Intelligent Automation Solution,0.7482225298881531
S-0084,NFC Product Authentication,0.7481223344802856
S-0136,Document Authentication,0.7473354339599609
S-0265,Business Process Management Platform,0.7462747097015381
S-0029,"Field Services Management System using IoT, GIS and Mobile Technologies",0.7454596161842346
S-0225,DocAnalyzer - Document Review Solution,0.7451702952384949
S-0076,NEC InfoCage FileShell,0.7434189915657043
S-0017,Falling Alert System for Elderly Care-- Optical Monitoring System (OMS),0.7428313493728638
S-0172,Earthy,0.7418915629386902
S-0089,Smart Infrastructure Projects Planning and Execution,0.7404748201370239
S-0061,A.I. and Mixed Reality Solution,0.7403922080993652
S-0006,Centimeter level precision GNSS positioning Android tablet/smartphone,0.7401920557022095
S-0300,Smart Guiding Robot,0.7395873069763184
S-0232,"""Smart"" Car Park Management System",0.7384611368179321
S-0220,3D Spatial Intelligence Platform for flow and traffic managements,0.7378977537155151
S-0071,All-in-one Data Center - iDCmini System,0.7372428774833679
S-0045,SAP Big Data Solution,0.7368624806404114
S-0030,IoT Building Access Control System,0.7363781929016113
S-0231,AI Information push service management system,0.7360864281654358
S-0228,eClass Corporate Learning Management System (LMS),0.7353031039237976
S-0012,"Monitoring and Early Warning System for Holding Concentration, Insider Trading, Short-selling and Stock Price Manipulation",0.7345536351203918
S-0090,Smart Employee Learning Management,0.7339442372322083
S-0113,Video Analytics Solution,0.7332346439361572
S-0241,Intelligent Data Platform,0.732632040977478
S-0079,"1/ AccuID, 2/ Pedestrian Analytics, 3/ Vehicle Analytics",0.7316631078720093
S-0279,RoomQ virtual waiting room for massive traffic,0.7308520078659058
S-0243,LiDAR Road Monitoring Solutions based on Deep Learning Technology,0.7303715348243713
S-0264,Smart Parking with Video Analytics,0.7289189100265503
S-0051,Insight Driven Organization (IDO),0.7289027571678162
S-0011,Precise Outdoor Crowd Analysis,0.7283589839935303
S-0008,Shape Security - Shape Enterprise Defense,0.7283279895782471
S-0235,Pixel Eye Safety Helmets Detection,0.7280645966529846
S-0253,Intelligent Face Mask,0.7269485592842102
S-0124,Enterprise Intelligent Assistant,0.7269051671028137
S-0059,EMF Workplaces Evaluation Program,0.7268345355987549
S-0126,Self Service Business Intelligence,0.7266901731491089
S-0069,Citizen Cloud,0.7263211011886597
S-0100,Super Massive 3D Model Data Expert,0.7257562279701233
S-0165,Health Monitoring System,0.725236177444458
S-0218,Chief,0.7248116731643677
S-0044,AI Escalator Safety Monitoring System,0.7242852449417114
S-0096,Clare.AI Asian Language Chatbot Solutions,0.7241974472999573
S-0057,Artificial Intelligence Security Surveillance Protection  (AISSP),0.7238645553588867
S-0212,AI Solution for Outdoor People Counting without invading privacy,0.7214915156364441
S-0127,Event Management technology,0.7214804291725159
S-0053,Real-Time Origin-Destination Analysis Tool (RODAT）,0.7212277054786682
S-0122,"Smart City Solution - IoT, AI, Data Analytics Platform, Control",0.720899224281311
S-0188,Data Vaccinator,0.720693826675415
S-0028,ShipAny - First Smart Logistics Gateway for HK Domestic Logistics Service,0.7203341722488403
S-0137,Splunk,0.719887912273407
S-0085,SAP Geospatial Asset Management,0.7196025848388672
S-0167,IXIA ThreatARMOR,0.718916654586792
S-0093,DataOS System,0.7188399434089661
S-0263,SafeGuard Series,0.7187655568122864
S-0081,iQ-Road and Traffic Management,0.717465877532959
S-0202,One card e-payment solution for GBA(Guangdong-hong kong-Macao Greater Bay area),0.7171072363853455
S-0181,Artificial Intelligence Camera Solutions,0.7167526483535767
S-0065,Smart Mobility,0.7167003154754639
S-0125,"BIM, BMS and IoT Integration",0.716076135635376
S-0292,Telepresence and Video Conferencing Solution,0.7158046960830688
S-0060,FROM Network Audit Programs,0.7157319784164429
S-0190,Una Interactive Training Platform,0.7151733636856079
S-0026,Knowledge Management Solution (KM Power),0.7135483026504517
S-0250,UiPath Automation Platform,0.7123138308525085
S-0119,Ziizau - Optimization of route design,0.7116023302078247
S-0066,Smart Water Management,0.7110645174980164
S-0147,Privacy-aware people counting system using Smart Radar sensor,0.7110346555709839
S-0205,Centrak Quarantine Management Solution,0.7107810974121094
S-0055,Smart City Electric Vehicle (EV) Charging Infrastructure Solution,0.7105880379676819
S-0016,Cyclops -- Smart City & unmanned store solution,0.7105197310447693
S-0070,Well井 Smart Water Station,0.7099252343177795
S-0267,Smart Fever Screening System,0.7093613147735596
S-0010,Precise Facility Crowd Analysis,0.7087758183479309
S-0027,Big Data Enabler Service (project based),0.7082245349884033
S-0177,MAD Gaze Smart Glass,0.708010733127594
S-0164,Relate App,0.7073866128921509
S-0014,2D Face Re-identification,0.7055410742759705
S-0099,NB IoT Sensor Solution,0.7053565979003906
S-0194,UWB Beacon RTLS Solution,0.7042381167411804
S-0138,Radware DefensePro and AppWall,0.7032800912857056
S-0086,Micro-Chip 2.0 for pets,0.702855110168457
S-0037,4D Immersive CAVE,0.7016755938529968
S-0134,Smart Building - Energy Management and Optimization Solutions,0.7012874484062195
S-0041,A.I. and speech solutions by Nexify and iFLYTEK,0.7000333070755005
S-0214,ACX Visitor Management System,0.6998631358146667
S-0299,Office Delivery Robot,0.6996310949325562
S-0054,TicketME Blockchain Ticketing Platform,0.6988497376441956
S-0140,Drivelock,0.6977307796478271
S-0217,nCloud Fault-Tolerant Geo-distributed Hyperconverged Infrastructure (HCI),0.69706130027771
S-0262,Mobile application development,0.6964112520217896
S-0110,People Counting System (PCS),0.6961430907249451
S-0204,DOLPHIN Indoor Positioning Service (IPS),0.6960906982421875
S-0097,Smart Home e-Health Monitoring and Care System,0.6959794163703918
S-0215,Self Check-in system for self-quarantined personal,0.6951432228088379
S-0094,Digital Transformation with Low code development platform,0.6947497129440308
S-0221,AI and IT enhanced learning platform,0.6940649151802063
S-0004,Euclideon Vault - Smart City IOT 3D visualization,0.6938143372535706
S-0024,Automated Refuse Collection System with 1 chute for multi fractions,0.6936628818511963
S-0111,Smart car park solution,0.6927159428596497
S-0150,A.I. Facial Recognition Application for Event Photo Delivery,0.6924691200256348
S-0146,Promon Shield - Application Protection and Security for IoT & Connected Devices,0.6914810538291931
S-0168,IXIA Vision ONE (Network Packet Broker),0.690967321395874
S-0128,Iris by HKT - From Surveillance to Intelligence,0.6900574564933777
S-0022,A smart lamp pole system with AI-enabled security system,0.6900319457054138
S-0078,Finger Vein PBI (Public Biometric Infrastructure) Platform for Smart City ID Authentication,0.6892744898796082
S-0233,Area monitoring solution using 3D camera with privacy-preserving,0.6885440349578857
S-0242,Queue-it -  Virtual Waiting Room,0.6882966756820679
S-0107,POARD Your Presentation Stage,0.686936616897583
S-0166,IXIA BREAKINGPOINT,0.685624361038208
S-0199,V-Key Mobile App Protection,0.6856178641319275
S-0294,Live Webinar Streaming service,0.6853087544441223
S-0209,Control-M (BMC Software),0.6835699677467346
S-0182,AppProtect+ (RASP) / YESsafe Zero Login (OTP) / AccessMatrix Universal Sign-On (SSO),0.6832656860351562
S-0067,AR Smart Glass Assisted for equipment training and O&M,0.6829518675804138
S-0216,BMC Helix Service & Operations Management,0.6825842261314392
S-0139,imVision,0.6822478175163269
S-0185,Human body temperature recognition real-time measurement linkage system,0.6819161772727966
S-0280,Digital parking solutions for enterprise (Include online pre booking and payment settle),0.6816353797912598
S-0171,Augmented Reality (AR) model,0.6808871626853943
S-0023,Payment Solution for Housing Authority and Leisure and Cultural Department,0.6807542443275452
S-0020,Machines Predictive Maintenance,0.6785596609115601
S-0222,Agorize Innovation Sourcing Platform,0.678081214427948
S-0075,Altai SuperWiFi Solution,0.676845908164978
S-0120,Raspect-ACE,0.675122857093811
S-0251,Self Service Bike Rental Solution,0.6727204918861389
S-0287,Siemens Mobility (e-)bike sharing powered by AI,0.6725084781646729
S-0032,AI+IAQ Proptech: Zonal object counting by skeleton & form recognition integrated with indoor environmental control and room utilization management,0.6723508238792419
S-0255,Authgear,0.6689713597297668
S-0144,ZIroh Labs - Advanced Data Privacy and Encryption Technology,0.6667678952217102
S-0109,Face Recognition Door Access System,0.6665645837783813
S-0244,ServiceNow - ITSM solution,0.666559100151062
S-0036,Intelligent Traffic Monitoring,0.6664659976959229
S-0133,PANGA - Data Infrastructure Edge Computing for Smart Cities,0.663201093673706
S-0157,NLP-powered Chatbot by Xiaomi,0.6618859171867371
S-0092,Enable the wireless connectivity for IoT devices,0.6606261134147644
S-0201,Non image base access control,0.6604411602020264
S-0248,OFS Website Tracking System,0.6602401733398438
S-0148,Zscaler,0.66007399559021
S-0245,Locobike：Automatic Bicycle Rental System,0.6584394574165344
S-0193,Dahua Body Temp Measurement Solution,0.6553555130958557
S-0142,NetMotion Mobility,0.6553038358688354
S-0322,NB-IoT / LoRa Dual-detection Smart Parking Sensing Technology,0.6521264314651489
S-0098,ECOPLANT Solar Tracking Solar Panel System,0.6503613591194153
S-0227,Intelligent liquid crystal dimming film,0.6501824259757996
S-0101,​LANDRAY Office Automation (OA) system solutions,0.6499735713005066
S-0143,Cyberbit,0.6490955948829651
S-0033,ATAL’s Cloud-based Chiller Plant Energy Management Platform (EM-Platform),0.6447797417640686
S-0015,3D Face Re-identification,0.6447250247001648
S-0180,AR/ VR/ Interactive Design & Development,0.6433112621307373
S-0208,Indoor Map and Positioning for Smart City,0.6427594423294067
S-0123,Complete Encryption with HSM,0.641287624835968
S-0062,Parkingbnb,0.6411759853363037
S-0064,Smart Education(Class VR),0.6394296288490295
S-0156,Neo,0.639335572719574
S-0114,Worker Insights,0.6390208005905151
S-0009,Precise And Responsive Indoor Location Tracking,0.6374379992485046
S-0068,Reliability Centered Asset Management - Dynamic (RCAM-dyn),0.6342914700508118
S-0159,Integrated Smart Film Solutions,0.6316804885864258
S-0034,Cloud Energy Management Platform,0.6308907866477966
S-0005,Smart Lamp Pole and Robotic,0.6287652254104614
S-0158,Switchable Glass / Film,0.6281589865684509
S-0141,HubSecurity,0.6267113089561462
S-0108,SparkXIO Smart Car Park Management System,0.6253216862678528
S-0175,Thermal Imaging Body Temperature Measurement Solution,0.6249628067016602
S-0132,Mobility Mesh Wi-Fi Application for Smart City,0.624755859375
S-0106,"Smart bin trash collection solution, especially remote area",0.6234564185142517
S-0173,Go VR Immersive - Hololens 2 Mixed Reality Solution,0.6234034895896912
S-0052,OpenCloud CMP,0.62293940782547
S-0281,"Smart 5G Integrated Multi-Operator Active Distributed Antenna Solution for Malls, Venues and Stadiums",0.6209982633590698
S-0073,Enlighted Multi-Features Micro IoT Sensors Solution,0.6204606294631958
S-0116,Smart Parking Solution,0.6193190813064575
S-0042,Smart Water Duct Valve for shared Housing,0.619085431098938
