Reference Code,Solution Name (Eng),Cosine-Similarity
S-0161,LiDAR and Optical Sensing applications for Smart City,0.7320285439491272
S-0066,Smart Water Management,0.7206342816352844
S-0042,Smart Water Duct Valve for shared Housing,0.7175887227058411
S-0120,Raspect-ACE,0.7139443159103394
S-0112,Pyxis - The Internet of Things(IoT) Solution for Construction 2.0 and Beyond,0.7115557789802551
S-0006,Centimeter level precision GNSS positioning Android tablet/smartphone,0.7034785151481628
S-0153,Dynatrace,0.7005323171615601
S-0070,Well井 Smart Water Station,0.6901957988739014
S-0038,Hybrid Reality Platform,0.6806328892707825
S-0099,NB IoT Sensor Solution,0.6796481609344482
S-0081,iQ-Road and Traffic Management,0.676304280757904
S-0072,Digital Twin of the City (or Town),0.6749242544174194
S-0263,SafeGuard Series,0.6746883392333984
S-0174,VR Training & Education System,0.6722157001495361
S-0098,ECOPLANT Solar Tracking Solar Panel System,0.670730471611023
S-0034,Cloud Energy Management Platform,0.6693975925445557
S-0154,Cisco Stealthwatch Encrypted Traffic Analytics,0.669363260269165
S-0286,IoT Sensors and Automatic Monitoring System (AMS),0.6655044555664062
S-0266,Site Audit and Inspection Recording System,0.6628696918487549
S-0045,SAP Big Data Solution,0.6619755625724792
S-0220,3D Spatial Intelligence Platform for flow and traffic managements,0.6618708372116089
S-0134,Smart Building - Energy Management and Optimization Solutions,0.6613661050796509
S-0239,InterOps Accelerator,0.6609784364700317
S-0031,PowerArena - Smart City Operations Platform,0.6606652736663818
S-0044,AI Escalator Safety Monitoring System,0.6598067283630371
S-0267,Smart Fever Screening System,0.6587346792221069
S-0003,GeoSpatial Cloud,0.6575837731361389
S-0065,Smart Mobility,0.6554027795791626
S-0264,Smart Parking with Video Analytics,0.6544869542121887
S-0256,AIOps (Artificial Intelligence for IT Operations) Solution,0.6541160345077515
S-0074,AI Chiller Plant – Smart Chiller Plant Optimization using Artificial Intelligence,0.6537554264068604
S-0235,Pixel Eye Safety Helmets Detection,0.65364009141922
S-0068,Reliability Centered Asset Management - Dynamic (RCAM-dyn),0.6536127924919128
S-0243,LiDAR Road Monitoring Solutions based on Deep Learning Technology,0.653067409992218
S-0085,SAP Geospatial Asset Management,0.6525059342384338
S-0058,IoT Cybersecurity Testing and Certification Program,0.651583731174469
S-0234,Pixel Eye Vision-Based Fall Detection,0.6515331864356995
S-0143,Cyberbit,0.6485261917114258
S-0176,Epidemic prevention and control management system,0.6451199054718018
S-0193,Dahua Body Temp Measurement Solution,0.6444725394248962
S-0253,Intelligent Face Mask,0.6417034864425659
S-0103,SP-RFID Smart Asset Management System,0.6416380405426025
S-0168,IXIA Vision ONE (Network Packet Broker),0.6406992673873901
S-0165,Health Monitoring System,0.6406558752059937
S-0212,AI Solution for Outdoor People Counting without invading privacy,0.6403023600578308
S-0217,nCloud Fault-Tolerant Geo-distributed Hyperconverged Infrastructure (HCI),0.6401830315589905
S-0092,Enable the wireless connectivity for IoT devices,0.6399428248405457
S-0059,EMF Workplaces Evaluation Program,0.6388505697250366
S-0213,Radar-based smart motion and position tracking system,0.6368228197097778
S-0001,PixelEye Object Detection,0.6365175843238831
S-0055,Smart City Electric Vehicle (EV) Charging Infrastructure Solution,0.6362422108650208
S-0088,Public vehicle real-time arrival forecast system and real-time seat detection system,0.6356950402259827
S-0108,SparkXIO Smart Car Park Management System,0.63536536693573
S-0073,Enlighted Multi-Features Micro IoT Sensors Solution,0.6346064209938049
S-0252,Critical Event Management,0.6336245536804199
S-0079,"1/ AccuID, 2/ Pedestrian Analytics, 3/ Vehicle Analytics",0.6327748894691467
S-0029,"Field Services Management System using IoT, GIS and Mobile Technologies",0.6324934363365173
S-0197,WCL Robotic Process Automation Solution,0.6321266889572144
S-0262,Mobile application development,0.631450891494751
S-0133,PANGA - Data Infrastructure Edge Computing for Smart Cities,0.6307478547096252
S-0194,UWB Beacon RTLS Solution,0.6302786469459534
S-0024,Automated Refuse Collection System with 1 chute for multi fractions,0.6301048994064331
S-0122,"Smart City Solution - IoT, AI, Data Analytics Platform, Control",0.6290645599365234
S-0181,Artificial Intelligence Camera Solutions,0.6289891600608826
S-0033,ATAL’s Cloud-based Chiller Plant Energy Management Platform (EM-Platform),0.6287888288497925
S-0089,Smart Infrastructure Projects Planning and Execution,0.6286690831184387
S-0141,HubSecurity,0.6268529295921326
S-0057,Artificial Intelligence Security Surveillance Protection  (AISSP),0.6265627145767212
S-0210,AI Cloud for Smart Construction,0.6260455846786499
S-0227,Intelligent liquid crystal dimming film,0.6243041753768921
S-0037,4D Immersive CAVE,0.6239684820175171
S-0017,Falling Alert System for Elderly Care-- Optical Monitoring System (OMS),0.6237471103668213
S-0083,Smart Pharma Packaging,0.6217030882835388
S-0250,UiPath Automation Platform,0.6209821105003357
S-0205,Centrak Quarantine Management Solution,0.6208465099334717
S-0102,Miovision's Portable Solution for Traffic Data Collection,0.6194807291030884
S-0214,ACX Visitor Management System,0.6192759275436401
S-0125,"BIM, BMS and IoT Integration",0.6162037253379822
S-0060,FROM Network Audit Programs,0.6152530908584595
S-0203,Government payment scheme online application and data processing,0.6142584681510925
S-0113,Video Analytics Solution,0.6138817071914673
S-0195,SuperAcc Document Intelligence,0.6138504147529602
S-0204,DOLPHIN Indoor Positioning Service (IPS),0.6137599349021912
S-0167,IXIA ThreatARMOR,0.6132127642631531
S-0166,IXIA BREAKINGPOINT,0.6127325296401978
S-0249,Robotic Process Automation with A.I. Data Capturing Capability,0.612702488899231
S-0186,Technology of independent intellectual property identity authentication and tracking of close contacts of patients to assist in epidemic prevention and control and return to work,0.6118167042732239
S-0233,Area monitoring solution using 3D camera with privacy-preserving,0.6117771863937378
S-0216,BMC Helix Service & Operations Management,0.611650288105011
S-0259,Software Robotic Solution - iBot,0.6112667918205261
S-0207,Pandemic Management System,0.6111310124397278
S-0322,NB-IoT / LoRa Dual-detection Smart Parking Sensing Technology,0.6108317375183105
S-0106,"Smart bin trash collection solution, especially remote area",0.6107274889945984
S-0002,DataCube Data Intelligent Automation Solution,0.610695481300354
S-0118,Alteryx,0.6106288433074951
S-0005,Smart Lamp Pole and Robotic,0.6104720830917358
S-0093,DataOS System,0.6103805303573608
S-0010,Precise Facility Crowd Analysis,0.6099115014076233
