Reference Code,Solution Name (Eng),Cosine-Similarity
S-0081,iQ-Road and Traffic Management,0.8911623358726501
S-0022,A smart lamp pole system with AI-enabled security system,0.8360826969146729
S-0079,"1/ AccuID, 2/ Pedestrian Analytics, 3/ Vehicle Analytics",0.8355752229690552
S-0036,Intelligent Traffic Monitoring,0.8194485902786255
S-0006,Centimeter level precision GNSS positioning Android tablet/smartphone,0.8152948617935181
S-0112,Pyxis - The Internet of Things(IoT) Solution for Construction 2.0 and Beyond,0.8130143880844116
S-0264,Smart Parking with Video Analytics,0.8123016953468323
S-0286,IoT Sensors and Automatic Monitoring System (AMS),0.812213659286499
S-0088,Public vehicle real-time arrival forecast system and real-time seat detection system,0.798647403717041
S-0102,Miovision's Portable Solution for Traffic Data Collection,0.7971943616867065
S-0072,Digital Twin of the City (or Town),0.7949045300483704
S-0266,Site Audit and Inspection Recording System,0.792860209941864
S-0062,Parkingbnb,0.7911121249198914
S-0044,AI Escalator Safety Monitoring System,0.7856019735336304
S-0161,LiDAR and Optical Sensing applications for Smart City,0.7849443554878235
S-0322,NB-IoT / LoRa Dual-detection Smart Parking Sensing Technology,0.7827457189559937
S-0232,"""Smart"" Car Park Management System",0.7776037454605103
S-0001,PixelEye Object Detection,0.7768910527229309
S-0153,Dynatrace,0.7757951021194458
S-0038,Hybrid Reality Platform,0.7750990390777588
S-0196,Personnel and Asset positioning management system,0.7746925950050354
S-0233,Area monitoring solution using 3D camera with privacy-preserving,0.771902322769165
S-0287,Siemens Mobility (e-)bike sharing powered by AI,0.7709472179412842
S-0204,DOLPHIN Indoor Positioning Service (IPS),0.7704219222068787
S-0045,SAP Big Data Solution,0.7696631550788879
S-0031,PowerArena - Smart City Operations Platform,0.7693783640861511
S-0220,3D Spatial Intelligence Platform for flow and traffic managements,0.7691903114318848
S-0162,Automate the verification of electronic documents,0.7679080963134766
S-0035,Document Delivery By Unmanned Vehicle,0.7664317488670349
S-0065,Smart Mobility,0.7656565308570862
S-0147,Privacy-aware people counting system using Smart Radar sensor,0.7651847004890442
S-0039,iQ-Dwell Time Management System,0.7648121118545532
S-0053,Real-Time Origin-Destination Analysis Tool (RODAT）,0.763879120349884
S-0119,Ziizau - Optimization of route design,0.7601026296615601
S-0174,VR Training & Education System,0.7592754364013672
S-0111,Smart car park solution,0.7577101588249207
S-0260,Mobile platform with handheld devices for on-site inspection and remote work duties,0.7574042081832886
S-0043,fieldConnect,0.757215678691864
S-0213,Radar-based smart motion and position tracking system,0.7566342353820801
S-0095,Create Efficient and Simplify Business Processes Using NFC,0.7549675703048706
S-0120,Raspect-ACE,0.7542030215263367
S-0251,Self Service Bike Rental Solution,0.7538737058639526
S-0011,Precise Outdoor Crowd Analysis,0.7536560893058777
S-0100,Super Massive 3D Model Data Expert,0.7519423961639404
S-0003,GeoSpatial Cloud,0.7514440417289734
S-0299,Office Delivery Robot,0.7507041692733765
S-0110,People Counting System (PCS),0.7506625652313232
S-0118,Alteryx,0.7506380677223206
S-0108,SparkXIO Smart Car Park Management System,0.750133216381073
S-0235,Pixel Eye Safety Helmets Detection,0.7484124302864075
S-0197,WCL Robotic Process Automation Solution,0.747823178768158
