Reference Code,Solution Name (Eng),Cosine Similarity
S-0180,AR/ VR/ Interactive Design & Development,0.997476995
S-0174,VR Training & Education System,0.997414529
S-0067,AR Smart Glass Assisted for equipment training and O&M,0.997331619
S-0190,Una Interactive Training Platform,0.997219682
S-0259,Software Robotic Solution - iBot,0.997188926
S-0037,4D Immersive CAVE,0.997142076
S-0294,Live Webinar Streaming service,0.997109294
S-0230,STEMHUB Education Platform,0.99704504
S-0050,Deloitte ASSIST,0.997040272
S-0010,Precise Facility Crowd Analysis,0.997019112
S-0064,Smart Education(Class VR),0.996997952
S-0250,UiPath Automation Platform,0.996990979
S-0171,Augmented Reality (AR) model,0.996990919
S-0081,iQ-Road and Traffic Management,0.99697262
S-0020,Machines Predictive Maintenance,0.996972203
S-0211,Customised Mobile Application solution,0.996966898
S-0016,Cyclops -- Smart City & unmanned store solution,0.996966302
S-0204,DOLPHIN Indoor Positioning Service (IPS),0.99693805
S-0165,Health Monitoring System,0.99693048
S-0219,"VR Virtual Store, Training & Education System",0.996927381
S-0100,Super Massive 3D Model Data Expert,0.996867537
S-0026,Knowledge Management Solution (KM Power),0.996863306
S-0197,WCL Robotic Process Automation Solution,0.996863067
S-0019,Personalized Education System,0.996854722
S-0056,Advanced Contextual Analytic Solution for public enquiries,0.996844232
S-0300,Smart Guiding Robot,0.996839225
S-0289,Life Planning & Blockchain,0.996837616
S-0261,DragOnce Platform,0.996835947
S-0225,DocAnalyzer - Document Review Solution,0.99682039
S-0266,Site Audit and Inspection Recording System,0.996793926
S-0169,Robotic Assistant,0.996793389
S-0055,Smart City Electric Vehicle (EV) Charging Infrastructure Solution,0.996792257
S-0241,Intelligent Data Platform,0.996791482
S-0228,eClass Corporate Learning Management System (LMS),0.996780634
S-0179,"""TeleVoice""  AI Robot Solution for DHS (Demographic and Health Surveys)",0.996766329
S-0212,AI Solution for Outdoor People Counting without invading privacy,0.996760011
S-0191,NoQ E Form registration and quota distribution for massive traffic,0.996744096
S-0059,EMF Workplaces Evaluation Program,0.996741116
S-0013,Public Event Tracking and Early Warning Analysis System,0.996735811
S-0070,Well井 Smart Water Station,0.996710479
S-0267,Smart Fever Screening System,0.996699333
S-0282,Chatbot Solution - ccRobot,0.996685028
S-0097,Smart Home e-Health Monitoring and Care System,0.996680975
S-0011,Precise Outdoor Crowd Analysis,0.996665478
S-0120,Raspect-ACE,0.996664882
S-0239,InterOps Accelerator,0.996658444
S-0029,"Field Services Management System using IoT, GIS and Mobile Technologies",0.996635973
S-0009,Precise And Responsive Indoor Location Tracking,0.996634841
S-0214,ACX Visitor Management System,0.996630788
S-0213,Radar-based smart motion and position tracking system,0.996630609
S-0186,Technology of independent intellectual property identity authentication and tracking of close contacts of patients to assist in epidemic prevention and control and return to work,0.996629894
S-0058,IoT Cybersecurity Testing and Certification Program,0.996592224
S-0246,Remo Video Conferencing,0.996584833
S-0047,Smart Taxpayer Services with Machine Learning,0.996581733
S-0181,Artificial Intelligence Camera Solutions,0.996580005
S-0288,Mixed language Chatbot system with AI and voice functions,0.996576369
S-0232,"""Smart"" Car Park Management System",0.996560156
S-0057,Artificial Intelligence Security Surveillance Protection  (AISSP),0.996559024
S-0053,Real-Time Origin-Destination Analysis Tool (RODAT）,0.996556103
S-0221,AI and IT enhanced learning platform,0.996553361
S-0041,A.I. and speech solutions by Nexify and iFLYTEK,0.99655205
