Reference Code,Solution Name (Eng),Cosine Similarity
S-0094,Digital Transformation with Low code development platform,0.6878105401992798
S-0095,Create Efficient and Simplify Business Processes Using NFC,0.5485091805458069
S-0103,SP-RFID Smart Asset Management System,0.539691686630249
S-0211,Customised Mobile Application solution,0.5380513668060303
S-0007,Smart Life,0.5183620452880859
S-0204,DOLPHIN Indoor Positioning Service (IPS),0.5172194242477417
S-0187,Provide an implementation plan for the Hongkong Financial Secretary's policy of granting HK $10 thousand to permanent residents aged 18 or above.,0.5129814743995667
S-0042,Smart Water Duct Valve for shared Housing,0.5081460475921631
S-0055,Smart City Electric Vehicle (EV) Charging Infrastructure Solution,0.5037868022918701
S-0075,Altai SuperWiFi Solution,0.5010721683502197
S-0239,InterOps Accelerator,0.49935996532440186
S-0047,Smart Taxpayer Services with Machine Learning,0.49609827995300293
S-0089,Smart Infrastructure Projects Planning and Execution,0.4897736608982086
S-0202,One card e-payment solution for GBA(Guangdong-hong kong-Macao Greater Bay area),0.4849703311920166
S-0113,Video Analytics Solution,0.4843451678752899
S-0062,Parkingbnb,0.4837711453437805
S-0077,Anywhere Networks,0.480021208524704
S-0023,Payment Solution for Housing Authority and Leisure and Cultural Department,0.4707610011100769
S-0272,Hybrid/ E Bus/ Mini Bus and Ferry Boat,0.46900424361228943
S-0252,Critical Event Management,0.46769818663597107
S-0085,SAP Geospatial Asset Management,0.46625691652297974
S-0214,ACX Visitor Management System,0.4633139371871948
S-0020,Machines Predictive Maintenance,0.46324634552001953
S-0191,NoQ E Form registration and quota distribution for massive traffic,0.4601867198944092
S-0049,Blockchain Solution,0.45257699489593506
S-0048,AI-based Application,0.4489280581474304
S-0135,ISS Analytics Services,0.44426316022872925
S-0071,All-in-one Data Center - iDCmini System,0.4440586268901825
S-0259,Software Robotic Solution - iBot,0.4426255226135254
S-0010,Precise Facility Crowd Analysis,0.4402005970478058
S-0123,Complete Encryption with HSM,0.43730705976486206
S-0084,NFC Product Authentication,0.43270570039749146
S-0219,"VR Virtual Store, Training & Education System",0.4303532838821411
S-0139,imVision,0.4254876673221588
S-0024,Automated Refuse Collection System with 1 chute for multi fractions,0.42408332228660583
S-0074,AI Chiller Plant – Smart Chiller Plant Optimization using Artificial Intelligence,0.42285820841789246
S-0029,"Field Services Management System using IoT, GIS and Mobile Technologies",0.42278599739074707
S-0132,Mobility Mesh Wi-Fi Application for Smart City,0.4224279522895813
S-0209,Control-M (BMC Software),0.4201911687850952
S-0210,AI Cloud for Smart Construction,0.4200780987739563
S-0249,Robotic Process Automation with A.I. Data Capturing Capability,0.418775737285614
S-0250,UiPath Automation Platform,0.41856521368026733
S-0052,OpenCloud CMP,0.4169244170188904
S-0282,Chatbot Solution - ccRobot,0.41529279947280884
S-0125,"BIM, BMS and IoT Integration",0.41199541091918945
S-0203,Government payment scheme online application and data processing,0.407972127199173
S-0279,RoomQ virtual waiting room for massive traffic,0.4077955484390259
S-0142,NetMotion Mobility,0.40606820583343506
S-0134,Smart Building - Energy Management and Optimization Solutions,0.4046386182308197
S-0067,AR Smart Glass Assisted for equipment training and O&M,0.40197935700416565
S-0262,Mobile application development,0.3963277041912079
S-0244,ServiceNow - ITSM solution,0.3949814736843109
S-0059,EMF Workplaces Evaluation Program,0.39461779594421387
S-0104,Litbulb Technologies,0.39390289783477783
S-0030,IoT Building Access Control System,0.391315221786499
S-0060,FROM Network Audit Programs,0.39088523387908936
S-0096,Clare.AI Asian Language Chatbot Solutions,0.39009901881217957
S-0092,Enable the wireless connectivity for IoT devices,0.38917696475982666
S-0205,Centrak Quarantine Management Solution,0.3836457431316376
S-0026,Knowledge Management Solution (KM Power),0.3836157023906708
S-0115,All-in-one event management software,0.37756240367889404
S-0111,Smart car park solution,0.376501202583313
S-0166,IXIA BREAKINGPOINT,0.37407398223876953
S-0120,Raspect-ACE,0.37351441383361816
S-0003,GeoSpatial Cloud,0.3733387589454651
S-0173,Go VR Immersive - Hololens 2 Mixed Reality Solution,0.3699670732021332
S-0256,AIOps (Artificial Intelligence for IT Operations) Solution,0.36975717544555664
S-0032,AI+IAQ Proptech: Zonal object counting by skeleton & form recognition integrated with indoor environmental control and room utilization management,0.3693309426307678
S-0034,Cloud Energy Management Platform,0.3688046634197235
S-0129,Automatic ID/Travel Document Recognition and Validation - OCR Solution,0.3657088279724121
S-0186,Technology of independent intellectual property identity authentication and tracking of close contacts of patients to assist in epidemic prevention and control and return to work,0.3649834096431732
S-0138,Radware DefensePro and AppWall,0.36445504426956177
S-0087,Smart Citizen and Employee Self-Services,0.362450510263443
S-0068,Reliability Centered Asset Management - Dynamic (RCAM-dyn),0.3609449863433838
S-0197,WCL Robotic Process Automation Solution,0.35944634675979614
S-0114,Worker Insights,0.35896405577659607
S-0245,Locobike：Automatic Bicycle Rental System,0.35849621891975403
S-0236,Workflow automation solution,0.35718706250190735
S-0260,Mobile platform with handheld devices for on-site inspection and remote work duties,0.3546225130558014
S-0153,Dynatrace,0.3546034097671509
S-0169,Robotic Assistant,0.35414454340934753
S-0280,Digital parking solutions for enterprise (Include online pre booking and payment settle),0.35404083132743835
S-0051,Insight Driven Organization (IDO),0.3493316173553467
S-0196,Personnel and Asset positioning management system,0.3476804196834564
S-0106,"Smart bin trash collection solution, especially remote area",0.34623947739601135
S-0102,Miovision's Portable Solution for Traffic Data Collection,0.3447074592113495
S-0045,SAP Big Data Solution,0.34300580620765686
S-0110,People Counting System (PCS),0.3395381271839142
S-0251,Self Service Bike Rental Solution,0.3387852907180786
S-0145,Arcserve® Appliance Series,0.33257120847702026
S-0057,Artificial Intelligence Security Surveillance Protection  (AISSP),0.33144712448120117
S-0133,PANGA - Data Infrastructure Edge Computing for Smart Cities,0.3296647369861603
